OBJECTID,BDEPT,BIN,AllBridges_2015April_Health_Index,Item_6A,Item_7,Item_8_Bridge_Cat,Item___8_Owner,AllBridges_2015April_Item_16A,AllBridges_2015April_Item__16B,AllBridges_2015April_Item__16C,AllBridges_2015April_Item__17A,AllBridges_2015April_Item__17B,AllBridges_2015April_Item__17C,AllBridges_2015April_Item_26,AllBridges_2015April_Item_28A,AllBridges_2015April_Item_29,AllBridges_2015April_Item_49,AllBridges_2015April_Item_52,AllBridges_2015April_Item_58,AllBridges_2015April_Item_104,AllBridges_2015April_Posting_2_Axle,AllBridges_2015April_Posting_3_Axle,AllBridges_2015April_Posting_5_Axle,AllBridges_2015April_Struct_Def,AllBridges_2015April_Town_Name,AllBridges_2015April_RPA
412,R05028,3AJ,0.7478,HWY   HYSIL AVE,US  1 NE XWAY,NBI,DOT,42,24,42.7284,71,1,48.162,12,6,66200,17.7,34.9,6,True,0,0,0,False,Revere,MAPC
413,R05033,3AK,0.7185,HWY   MALDEN ST,US  1 NE XWAY,NBI,DOT,42,25,36.1667,71,1,18.0155,12,6,66200,17.6,36,6,True,0,0,0,False,Revere,MAPC
414,R05038,3AM,0.7337,ST 60 EB/SQUIRE RD,US  1 NE XWAY,NBI,DOT,42,25,43.86,71,1,7.18,12,4,77600,43.3,30.9,5,True,0,0,0,False,Revere,MAPC
415,R05039,3AN,0.9294,US  1 RAMP & ST60,US  1 NE XWAY,NBI,DOT,42,25,52.7231,71,1,3.1259,12,4,66200,147.2,27,5,True,0,0,0,False,Revere,MAPC
416,R05041,3AP,0.7448,HWY   SARGENT ST,US  1 NE XWAY,NBI,DOT,42,25,17.65,71,1,40.75,12,6,66200,27.4,35.9,6,True,0,0,0,False,Revere,MAPC
417,S05037,3AQ,0.6993,ST 99 NB CONN,US  1 SB/BROADWAY,NBI,DOT,42,27,4.5863,71,1,24.8447,14,2,58000,24.7,13.8,7,True,0,0,0,False,Saugus,MAPC
418,C09014,3B1,0.727,HWY   ACCESS RAMP E,ST 16 EB,NBI,DOT,42,24,13.5396,71,2,3.2243,14,3,28300,22.5,13.9,6,True,0,0,0,False,Chelsea,MAPC
419,M25017,3B2,0.7616,HWY   GRANITE AVE,I  93 /US1/ST3,NBI,DOT,42,16,28.0739,71,3,1.6811,11,8,205400,44.2,39,6,True,0,0,0,False,Milton,MAPC
420,M12039,3B3,1,ST 16 MYST VAL PKY,I  93,NBI,DOT,42,24,21.8268,71,5,58.0271,11,8,170000,99.1,42.5,7,True,0,0,0,False,Medford,MAPC
421,M12036,3B4,1,WATER MYSTIC RIVER,I  93,NBI,DOT,42,24,53.136,71,6,14.0076,11,8,174258,78.6,43.3,7,True,0,0,0,False,Medford,MAPC
422,M12025,3B5,1,HWY   RIVERSIDE AVE,I  93,NBI,DOT,42,24,58.6835,71,6,14.3352,11,8,174258,62.8,44,7,True,0,0,0,False,Medford,MAPC
423,M12027,3B6,0.9853,ST 60 EB/SALEM ST,I  93,NBI,DOT,42,25,7.3847,71,6,14.6843,11,8,174300,48.8,42.5,7,True,0,0,0,False,Medford,MAPC
424,M12028,3B7,0.9971,ST 60 WB/SALEM ST,I  93,NBI,DOT,42,25,12.2807,71,6,14.1227,11,8,174300,48.8,42.5,7,True,0,0,0,False,Medford,MAPC
425,M12029,3B8,1,HWY   WEBSTER ST,I  93,NBI,DOT,42,25,21.4355,71,6,12.9455,19,9,169000,40.8,44,8,True,0,0,0,False,Medford,MAPC
426,M12030,3B9,1,HWY   VALLEY ST & FLLSWY,I  93,NBI,DOT,42,25,33.5712,71,6,11.6531,11,9,170000,41.1,44,7,True,0,0,0,False,Medford,MAPC
427,Q01042,3BC,0.7241,HWY   FURNACE BROOK PKWY,I  93 /US1/ST3,NBI,DOT,42,14,28.032,71,1,32.1635,11,10,202200,22.6,36,7,True,0,0,0,False,Quincy,MAPC
428,Q01041,3BD,0.9068,HWY   WILLARD ST,I  93 /US1/ST3,NBI,DOT,42,14,40.7796,71,1,53.0075,16,10,22000,28.7,42.1,6,True,0,0,0,False,Quincy,MAPC
429,Q01044,3BE,0.7598,HWY   WEST ST,I  93 /US1/ST3,NBI,DOT,42,14,24.3203,71,1,28.65,11,9,191000,30.4,37.3,7,True,0,0,0,False,Quincy,MAPC
430,S17031,3BH,0.7125,ST 28 & ST38 & TEMPLE ST,I  93,NBI,DOT,42,23,37.35,71,5,9,11,8,150000,716.9,42.4,5,True,0,0,0,False,Somerville,MAPC
431,S17035,3BJ,0.7469,I  93 CONNECTORS,I  93 SB OFF RAMP,NBI,DOT,42,23,30.8256,71,5,4.3404,16,1,16900,176.2,8.8,5,True,0,0,0,False,Somerville,MAPC
432,S17033,3BL,0.8669,OTHER PEDESTRIAN,I  93 NB ON RAMP,NBI,DOT,42,23,33.2,71,5,3.12,16,1,13060,151.8,8.8,5,True,0,0,0,False,Somerville,MAPC
433,B16281,3BM,0.9889,I  93 SB BT 46 - 57,I  93 NB,NBI,DOT,42,22,37.8192,71,4,29.9927,11,3,74200,273.7,21,5,True,0,0,0,False,Boston,MAPC
434,S17029,3BN,0.7823,HWY   SHORE DR,I  93,NBI,DOT,42,23,50.7372,71,5,27.834,11,8,142000,26.2,42.4,6,True,0,0,0,False,Somerville,MAPC
435,B16281,3BP,0.8425,I  93 SB BT 57 - 61,I  93 NB,NBI,DOT,42,22,43.6548,71,4,33.8771,11,3,74200,101.5,21,6,True,0,0,0,False,Boston,MAPC
436,B16281,3BQ,0.8974,I  93 SB BT 61 - B5,I  93 NB,NBI,DOT,42,22,47.0064,71,4,35.3244,11,3,74200,148.4,21,6,True,0,0,0,False,Boston,MAPC
437,B16281,3BR,0.9113,I  93 CONN D & K,I  93 BT NB4-N ABT,NBI,DOT,42,23,8.8043,71,4,38.4132,11,4,70994,112.8,21.8,6,True,0,0,0,False,Boston,MAPC
438,B16281,3BT,0.9767,TR    ORANGE LINE,I  93 SB BT 46-57,NBI,DOT,42,22,37.8192,71,4,29.9927,11,3,72100,273.7,21.34,6,True,0,0,0,False,Boston,MAPC
439,B16281,3BU,0.9889,RR    MBTA & BMRR,I  93 SB BT 57-61,NBI,DOT,42,22,43.6548,71,4,33.8771,11,3,68700,102.1,27.3,6,True,0,0,0,False,Boston,MAPC
440,B16281,3BV,0.9934,RR    BMRR,I  93 SB BT 61-B5,NBI,DOT,42,22,47.0064,71,4,35.3244,11,3,72100,148.4,17.4,6,True,0,0,0,False,Boston,MAPC
441,B16281,3CE,0.9124,I  93 SB,I  93 NB ON RMP,NBI,DOT,42,22,55.0956,71,4,36.9264,12,1,24300,91.4,13.7,5,True,0,0,0,False,Boston,MAPC
442,B16281,3CG,0.9426,RR    MBTA & BMRR,I  93 SB B10-B16RP,NBI,DOT,42,22,55.5419,71,4,37.776,12,2,19554,120.4,13.7,6,True,0,0,0,False,Boston,MAPC
443,B16250,3D1,0.8371,WATER NEPONSET RIVER,I  93 /US1/ST3,NBI,DOT,42,16,40.026,71,2,54.2471,11,8,188000,145.7,36,7,True,0,0,0,False,Boston,MAPC
444,B16253,3D2,0.9448,HWY   HALLET STREET,I  93 /US1/ST3,NBI,DOT,42,16,49.458,71,2,47.1587,11,6,206400,18.2,36.1,7,True,0,0,0,False,Boston,MAPC
445,B16252,3D3,0.9306,OTHER PED/ BIKE PATH,I  93 /US1/ST3,NBI,DOT,42,16,59.1312,71,2,39.8399,11,8,207000,14.6,36,7,True,0,0,0,False,Boston,MAPC
446,B16270,3D4,0.6926,HWY   THEATRE ACCESS RD,I  93 /US1/ST3,NBI,DOT,42,17,3.9876,71,2,36.3624,11,8,180600,30.8,36,6,True,0,0,0,False,Boston,MAPC
447,B16251,3D5,0.8785,"HWY   NEP AV, GALV, MRSY",I  93 /US1/ST3,NBI,DOT,42,17,8.7719,71,2,34.5083,11,8,182600,364.8,36,6,True,0,0,0,False,Boston,MAPC
448,B16265,3D6,0.5665,COMB  MBTA & RED LN SSH,I  93 /US1/ST3,NBI,DOT,42,17,23.9603,71,2,36.5963,12,8,211000,60.7,38.95,5,True,0,0,0,False,Boston,MAPC
449,B16264,3DC,0.9437,HWY   CONLEY ST,I  93 /US1/ST3,NBI,DOT,42,17,35.7251,71,2,41.1323,11,6,210400,36,35.8,6,True,0,0,0,False,Boston,MAPC
450,B16263,3DD,0.984,HWY   VICTORY RD,I  93 /US1/ST3,NBI,DOT,42,17,55.0284,71,2,51.1944,11,8,210200,17.8,35.8,7,True,0,0,0,False,Boston,MAPC
451,B16262,3DE,0.5233,HWY   MORRISSEY BLVD,I  93 /US1/ST3,NBI,DOT,42,18,4.0284,71,2,56.7456,11,9,187000,59.7,35.7,7,True,0,0,0,False,Boston,MAPC
452,B16260,3DN,0.9565,RR    CSX SPUR,I  93 /US1/ST3,NBI,DOT,42,18,59.0112,71,3,4.5575,11,8,195600,24.8,33.9,7,True,0,0,0,False,Boston,MAPC
453,B16281,3DU,0.6711,I  93 SB BT 33-38,I  93 NB BT 33-38,NBI,DOT,42,22,28.0595,71,4,17.7491,11,3,74200,143.1,21,5,True,0,0,0,False,Boston,MAPC
454,B16281,3DW,0.8475,I  93 SB BT 38-46,I  93 NB BT 38-46,NBI,DOT,42,22,31.2852,71,4,22.8864,11,3,74200,198.7,21,6,True,0,0,0,False,Boston,MAPC
455,B16281,3DY,0.8684,COMB  MBTA & I 93 SB,I  93 NB B5-B10,NBI,DOT,42,22,52.5143,71,4,35.9796,11,3,47940,167.6,18.9,6,True,0,0,0,False,Boston,MAPC
456,B16281,3E1,0.6719,I  93 SB B10-B16,I  93 NB B10-B16,NBI,DOT,42,22,56.5067,71,4,35.8067,11,3,47940,139,21,5,True,0,0,0,False,Boston,MAPC
457,B16281,3E3,0.8204,I  93 SB&CMBRG&MBTA/BMRR,I  93 NB B16-NB4,NBI,DOT,42,22,59.5596,71,4,35.364,11,4,47940,375.8,21.7,6,True,0,0,0,False,Boston,MAPC
458,B16281,3EA,0.9957,TR    ORANGE LINE,I  93 SB BT 33-38,NBI,DOT,42,22,28.0595,71,4,17.7491,11,3,72100,124,21,6,True,0,0,0,False,Boston,MAPC
459,B16281,3EB,0.7664,TR    ORANGE LINE,I  93 SB BT 38-46,NBI,DOT,42,22,31.2852,71,4,22.8864,11,3,72100,198.7,21,6,True,0,0,0,False,Boston,MAPC
460,B16259,3EC,0.6927,COMB  MBTA & COLUMBIA RD,I  93 /US1/ST3,NBI,DOT,42,19,13.9475,71,3,11.0843,11,8,184000,466.6,33.9,6,True,0,0,0,False,Boston,MAPC
461,B16281,3ED,0.9843,RR    MBTA/BMRR,I  93 SB B5-B10,NBI,DOT,42,22,52.5143,71,4,35.9796,11,3,47940,167.6,17.4,6,True,0,0,0,False,Boston,MAPC
462,B16281,3EE,0.9847,RR    MBTA/BMRR,I  93 SB B10-B16,NBI,DOT,42,22,56.5067,71,4,35.8067,11,3,47940,134.7,17.4,6,True,0,0,0,False,Boston,MAPC
463,B16281,3EG,0.7593,COMB  CAMBRIGE&MBTA/BMRR,I  93 SB  B16-SB4,NBI,DOT,42,22,59.1888,71,4,36.444,11,4,47940,370,21.7,6,True,0,0,0,False,Boston,MAPC
464,M25021,3EL,0.8554,I  93 /US1/ST3,HWY   ADAMS&BLV ST,NBI,DOT,42,15,29.8404,71,2,30.6384,14,5,18100,38,126.3,6,True,0,0,0,False,Milton,MAPC
465,M12031,3EM,0.7617,I  93,HWY   RSVELT ROT S,NBI,DOT,42,25,42.4056,71,6,11.4588,14,2,13700,45.4,16.4,5,True,0,0,0,False,Medford,MAPC
466,M12032,3EN,0.754,I  93,HWY   RSVELT ROT N,NBI,DOT,42,25,47.5355,71,6,11.1492,14,2,16030,44.4,16.4,7,True,0,0,0,False,Medford,MAPC
467,M01015,3EU,0.6691,RR    MBTA/BMRR,HWY   WINTER ST,NBI,DOT,42,26,7.4472,71,4,16.1867,16,4,5900,19.2,19.6,7,True,0,0,0,False,Malden,MAPC
468,B16176,3EV,0.6325,WATER MUDDY RIVER,HWY   COMM AVE,NBI,DOT,42,20,57.0479,71,5,31.3475,14,4,23900,17.7,24.7,7,True,0,0,0,False,Boston,MAPC
469,B16176,3EW,0.6274,WATER MUDDY RIVER,HWY   COMM AVE,NBI,DOT,42,20,57.1956,71,5,30.6708,14,3,18800,17.7,21.2,6,True,0,0,0,False,Boston,MAPC
470,M12037,3EY,0.6468,I  93,ST 16 MYST VAL PKY,NBI,DOT,42,24,49.2479,71,6,13.8347,12,5,40000,56.1,25.7,5,True,0,0,0,False,Medford,MAPC
471,M12038,3F0,0.8594,ST 38 MAIN ST,ST 16 MYST VAL PKY,NBI,DOT,42,25,1.1172,71,6,37.6883,12,2,14570,48.5,33,7,True,0,0,0,True,Medford,MAPC
472,C01001,3F1,1,WATER LECHMERE CANAL,HWY   LAND BLVD,NBI,DOT,42,22,6.4308,71,4,26.5584,14,6,40500,39.9,18.5,6,True,0,0,0,False,Cambridge,MAPC
473,B16222,3F3,0.7959,ST  9 HUNTNGTON AVE,HWY   JAMAICAWAY,NBI,DOT,42,19,55.1064,71,6,46.6631,14,4,39200,36.6,21.3,5,True,0,0,0,False,Boston,MAPC
474,Q01016,3F5,1,WATER TOWN RIV BAY CANAL,ST  3 A/S ARTERY,NBI,DOT,42,15,8.3303,70,59,23.2727,14,4,45000,16.3,89.9,N,True,0,0,0,False,Quincy,MAPC
475,B16272,3F6,0.661,I  93 /US1/ST3,HWY   SOUTHMPTN ST,NBI,DOT,42,19,49.2455,71,3,40.5756,14,2,37600,84.7,21.3,6,True,0,0,0,False,Boston,MAPC
476,B16126,3FH,0.975,COMB  FNDRY ST&MBTA&AMTK,HWY   W FOURTH ST,NBI,DOT,42,20,32.4995,71,3,36.036,14,2,30250,159.4,17.9,6,True,0,0,0,False,Boston,MAPC
477,C09002,3FM,0.9733,RR    MBTA/BMRR,HWY   BROADWAY,634,DOT,42,23,41.5715,71,1,49.5588,14,2,18100,25,21,7,True,0,0,0,False,Chelsea,MAPC
478,R05004,3FQ,0.9964,RR    MBTA/BMRR,ST  1 A/VFW PKWY,634,DOT,42,24,34.686,71,0,0.9971,14,4,28100,42.1,26.7,7,True,0,0,0,False,Revere,MAPC
479,C01012,3FU,0.9787,RR    MBTA/BMRR,ST  2 A/MASS AVE,634,DOT,42,23,18.3876,71,7,10.398,14,4,29700,11.4,28.7,6,True,0,0,0,False,Cambridge,MAPC
480,C01014,3FV,0.5165,RR    BMRR,HWY   MT AUBURN ST,634,DOT,42,22,28.5564,71,9,0.2484,14,5,38700,13.1,48.5,5,True,0,0,0,False,Cambridge,MAPC
481,S17020,3GB,1,RR    MBTA/BMRR,HWY   PROSPECT ST,634,DOT,42,22,38.9028,71,5,42.7992,14,2,14000,12.2,14.9,7,True,0,0,0,False,Somerville,MAPC
482,S17019,3GC,0.601,RR    MBTA/BMRR,HWY   BEACON ST,634,DOT,42,23,12.3252,71,6,58.464,14,3,11500,19.7,21.9,7,True,0,0,0,False,Somerville,MAPC
483,E12001,3GH,0.7648,RR    MBTA/BMRR/CSX,ST 99 SB/MAIN ST,634,DOT,42,24,5.7239,71,3,39.4559,14,2,31400,39.3,15.5,5,True,0,0,0,False,Everett,MAPC
484,E12007,3GK,0.7481,RR    MBTA/BMRR/CSX,ST 99 NB/BROADWAY,634,DOT,42,24,5.8679,71,3,36.972,14,2,23400,33.8,15.5,4,True,0,0,0,True,Everett,MAPC
485,B16067,3GV,0.3741,COMB  ORANGE & MBTA/BMRR,HWY   MAFFA WAY,634,DOT,42,23,8.3148,71,4,36.4836,14,5,75800,47.2,25.4,5,True,0,0,0,False,Boston,MAPC
486,B16068,3GW,0.5008,COMB  ORANGE & MBTA/BMRR,HWY   MYSTIC AVE,634,DOT,42,23,10.9931,71,4,36.9803,14,4,36000,66.1,19.9,5,True,0,0,0,False,Boston,MAPC
487,B16111,3H0,0.7639,RR    AMTRAK/MBTA,HWY   MILTON ST,634,DOT,42,14,22.2396,71,7,59.4839,14,2,29000,62.8,16.7,5,True,0,0,0,False,Boston,MAPC
488,B16163,3H2,0.6823,RR    MBTA,HWY   MORTON ST,634,DOT,42,16,51.6792,71,5,7.7676,14,4,41300,23.5,23.7,5,True,0,0,0,True,Boston,MAPC
489,B16165,3H3,0.509,RR    MBTA,HWY   BLUE HILL AV,634,DOT,42,16,22.9944,71,5,36.9672,14,5,43800,43.9,36.6,5,True,0,0,0,True,Boston,MAPC
490,B16166,3H4,0.9924,RR    MBTA,HWY   CUMMINS HWY,634,DOT,42,16,12.2772,71,5,52.3787,14,4,24500,27.7,24.6,7,True,0,0,0,False,Boston,MAPC
491,B16199,3H6,0.5891,COMB  HAUL RD & CSX,HWY   DORCHSTR AVE,634,DOT,42,20,20.6196,71,3,25.4915,14,4,25900,30.9,18.3,5,True,0,0,0,False,Boston,MAPC
492,B16085,3HN,0.9951,RR    AMTRAK/MBTA,HWY   DARTMOUTH ST,634,DOT,42,20,49.5887,71,4,33.1499,16,4,15000,22.9,30.4,7,True,0,0,0,False,Boston,MAPC
493,B16081,3HP,0.7724,RR    AMTRAK/MBTA,HWY   TRMNT-ARLNGT,634,DOT,42,20,51.5543,71,4,7.248,14,4,30400,22.6,121.9,6,True,0,0,0,True,Boston,MAPC
494,B16069,3HU,0.9706,RR    CSX,HWY   CURTIS ST,634,DOT,42,23,1.0284,71,1,18.7356,17,2,13200,15.2,14.6,5,True,0,0,0,False,Boston,MAPC
495,A10019,7XJ,0.777777778,OTHER MINUTEMAN BIKE PTH,HWY   DRAKE RD,NBI,MUN,42,25,32.4,71,11,22.4,19,2,500,7.9,10.8,7,True,0,0,0,False,Arlington,MAPC
496,A10011,AE2,1,COMB  MNUTMN BP & RED LN,ST  2,NBI,DOT,42,23,53.75,71,8,37.9,14,4,61800,38.02,26.48,8,True,0,0,0,False,Arlington,MAPC
497,W43047,AFV,1,I 93,I  93 NB ON RAMP,NBI,DOT,42,31,14.5236,71,8,0.8808,12,1,8900,360.8,7.8,7,True,0,0,0,False,Woburn,MAPC
498,W43048,AGB,1,I  93 & NB ON RAMP,I  93 OFF RAMP,NBI,DOT,42,31,12.3276,71,7,58.7567,12,1,13200,488.8,7.8,7,True,0,0,0,False,Woburn,MAPC
499,P03010,AF9,0.8286,RR    MBTA/BMRR,ST114 ANDOVER ST,NBI,DOT,42,32,6.64,70,55,49.21,14,4,45900,16.9,17.2,7,True,0,0,0,False,Peabody,MAPC
500,D05029,AGU,0.997,ST135 HIGH & HARRIS STS,HWY   PROVDNCE HWY,NBI,DOT,42,14,55.4531,71,10,15.9096,14,5,54400,108.2,25.7,7,True,0,0,0,False,Dedham,MAPC
501,B16392,82F,0.9233,RR    MBTA,US  1 RAMP TC,NBI,DOT,42,22,19.1568,71,4,9.9083,11,2,221000,118,13.4,6,True,0,0,0,False,Boston,MAPC
502,B16681,82P,0.7835,COMB  I90 RPS&HOV&AMTK,HWY   FRONTAGE RD,NBI,DOT,42,20,46.8563,71,3,31.1687,17,2,5897,375.7,10.4,7,True,0,0,0,False,Boston,MAPC
503,B11004,2TN,0.9534,WATER DANVERS RIVER,ST  1 A/CABOT ST,NBI,DOT,42,32,20.8356,70,53,15.3924,14,4,32000,680.6,27,7,True,0,0,0,False,Beverly,MAPC
504,B16031,389,0.9871,WATER FORT POINT CHANNEL,HWY   SUMMER ST,NBI,MUN,42,21,3.6431,71,3,7.3763,14,4,26500,153,30.5,6,True,0,0,0,False,Boston,MAPC
505,B16603,8DF,0.8409,COMB  US1 RMP LT LC&ORNG,I  93 RAMP SACN,NBI,DOT,42,22,13.4508,71,3,53.8811,11,2,15000,313.7,11,7,True,0,0,0,False,Boston,MAPC
506,B16392,8DG,0.7729,I  93 RMPS SN NS ST,US  1 RAMP TC,NBI,DOT,42,22,19.3008,71,4,5.6208,11,2,35800,146.5,14.3,7,True,0,0,0,False,Boston,MAPC
507,C02027,8FT,1,WATER NEPONSET RIVER,I  95 SB/US1/ST128,NBI,DOT,42,12,35.8596,71,8,40.452,11,5,168600,42.1,25.8,7,True,0,0,0,False,Canton,MAPC
508,D05047,8FU,1,RR    AMTRAK/MBTA,I  95 SB/ST128 SB,NBI,DOT,42,12,40.1508,71,8,48.2027,11,5,168000,71.8,25.8,7,True,0,0,0,False,Dedham,MAPC
509,D05047,8FV,0.9994,RR    AMTRAK/MBTA,I  95 NB/ST128 NB,NBI,DOT,42,12,40.9356,71,8,47.9832,11,4,168000,71.8,25.8,8,True,0,0,0,False,Dedham,MAPC
510,C02026,8FW,1,WATER NEPONSET RIVER,I  95 NB/US1/ST128,NBI,DOT,42,12,36.5723,71,8,40.1711,11,5,168600,42.1,25.8,7,True,0,0,0,False,Canton,MAPC
511,B16703,8M6,0.9609,COMB  I93 NB & RAMP LL,I  93 HOV RAMP EB,NBI,DOT,42,20,44.14,71,3,35.78,17,2,1358,52.8,9.8,7,True,0,0,0,False,Boston,MAPC
512,B16659,8MD,0.9672,HWY   HOV EB,I  93 RAMP XX,NBI,DOT,42,20,38.1011,71,3,40.7844,17,2,1000,213.7,7.5,6,True,0,0,0,False,Boston,MAPC
513,B16392,8QG,0.8201,OTHER RELIEF,US  1 RAMP TC,NBI,DOT,42,22,14.9916,71,4,9.408,11,2,19897,103.6,13.4,7,True,0,0,0,False,Boston,MAPC
514,B16681,8QV,0.9737,OTHER RELIEF,HWY   FRONTAGE RD,NBI,DOT,42,20,41.76,71,3,35.82,17,4,9480,33.7,18.4,7,True,0,0,0,False,Boston,MAPC
515,B16661,8QX,0.7003,COMB  I90 RPS&HOV&AMTK,I  93 NB,NBI,DOT,42,20,43.64,71,3,35.98,11,3,53602,200.2,16.5,7,True,0,0,0,False,Boston,MAPC
516,B16661,8QY,0.8323,HWY   BROADWAY,I  93 NB,NBI,DOT,42,20,37.83,71,3,40.29,11,3,58980,203.2,15.2,7,True,0,0,0,False,Boston,MAPC
517,B16661,8R0,0.7772,HWY   W FOURTH ST,I  93 NB,NBI,DOT,42,20,34.2132,71,3,42.4475,11,3,94397,188.6,16.5,6,True,0,0,0,False,Boston,MAPC
518,B16281,8R8,0.9332,HWY   CONNECTORS D & K,I  93 BT SB4-N ABT,NBI,DOT,42,23,12.8112,71,4,41.4084,11,4,70995,111.5,21.3,7,True,0,0,0,False,Boston,MAPC
519,N03021,8RG,1,WATER LAKE COCHITUATE,ST  9 WORCESTER ST,NBI,DOT,42,17,55.7519,71,22,20.9315,14,4,63000,16.3,27.5,8,True,0,0,0,False,Natick,MAPC
520,B16223,AWQ,0.9929,WATER FORT POINT CHANNEL,HWY   SEAPORT BLVD,NBI,MUN,42,21,14.2056,71,3,0.1548,14,6,25000,243.5,29.8,7,True,0,0,0,False,Boston,MAPC
521,B16702,8W4,0.9062,OTHER RELIEF,I  93 NB,NBI,DOT,42,20,50.64,71,3,30.14,11,3,109200,32.5,18.2,6,True,0,0,0,False,Boston,MAPC
522,B16702,8W5,0.9272,OTHER RELIEF,I  93 NB,NBI,DOT,42,20,49.16,71,3,31.42,11,3,109200,48.8,19.3,7,True,0,0,0,False,Boston,MAPC
523,B16392,8XU,0.8177,OTHER RELIEF,US  1 RAMP TC,NBI,DOT,42,22,11.9387,71,4,3.4607,11,2,35743,171.3,13.4,7,True,0,0,0,False,Boston,MAPC
524,B16392,8XW,0.8057,COMB  I93 RMP NS & MBTA,US  1 RAMP TC,NBI,DOT,42,22,11.5103,71,3,58.9392,11,3,22140,135,13.7,6,True,0,0,0,False,Boston,MAPC
525,B16229,8XX,0.9635,OTHER PEAT BOG,HWY   JAMAICAWAY,NBI,DOT,42,19,49.6,71,6,45.9,14,4,48200,92.7,23.2,7,True,0,0,0,False,Boston,MAPC
526,B16611,8XY,0.845,OTHER RELIEF,US  1 RAMP ST,NBI,DOT,42,22,15.3048,71,4,11.2223,11,1,5000,177.4,7.6,7,True,0,0,0,False,Boston,MAPC
527,B16611,8Y3,0.8446,COMB  RMP NS CT TL&MBTA,US  1 RAMP ST,NBI,DOT,42,22,20.2151,71,4,7.1687,11,1,11500,212.4,8.8,7,True,0,0,0,False,Boston,MAPC
528,B16573,8Y4,0.8499,OTHER RELIEF,US  1 RAMP CT,NBI,DOT,42,22,12.936,71,3,48.4739,11,2,45800,105.2,17.5,7,True,0,0,0,False,Boston,MAPC
529,B16610,8Y6,0.8159,COMB  MBTA & MILLERS RIV,US  1 RAMP CT,NBI,DOT,42,22,11.0532,71,3,57.744,11,2,250000,250.9,12.2,6,True,0,0,0,False,Boston,MAPC
530,B16610,8YC,0.9779,OTHER RELIEF,US  1 RAMP CT,NBI,DOT,42,22,12.4247,71,4,6.8592,11,2,20611,137.2,12.2,7,True,0,0,0,False,Boston,MAPC
531,B16610,8YD,0.8735,OTHER RELIEF,US  1 RAMP CT,NBI,DOT,42,22,17.3603,71,4,11.4564,11,2,20611,158.8,11.6,7,True,0,0,0,False,Boston,MAPC
532,B16610,8YF,0.8103,COMB  I93 SB &RMPS& MBTA,US  1 RAMP CT,NBI,DOT,42,22,19.956,71,4,10.1028,11,2,20600,209.8,12.19,7,True,0,0,0,False,Boston,MAPC
533,C01049,8YH,0.9954,US  1 RAMP LC,I  93 RAMP TS,NBI,DOT,42,22,16.161,71,4,0.8718,11,1,174630,237.2,7.9,7,True,0,0,0,False,Cambridge,MAPC
534,B16575,8YJ,0.8921,OTHER RELIEF,I  93 RAMP SN,NBI,DOT,42,22,22.6446,71,4,9.9654,11,1,34900,38.1,7.9,7,True,0,0,0,False,Boston,MAPC
535,B16607,8YK,1,US  1 RAMP CT,I  93 RAMP SN,NBI,DOT,42,22,21.252,71,4,7.5468,11,1,34900,112.2,7.9,7,True,0,0,0,False,Boston,MAPC
536,B16607,8YL,0.8739,US  1 RAMP TC,I  93 RAMP SN,NBI,DOT,42,22,18.1883,71,4,3.0359,11,2,61100,90.8,10.8,7,True,0,0,0,False,Boston,MAPC
537,B16607,8YP,0.7495,US  1 RAMP TC & LC,I  93 RAMP SN,NBI,DOT,42,22,14.4227,71,3,58.2444,11,2,61100,238.9,11,7,True,0,0,0,False,Boston,MAPC
538,B16574,8YQ,0.8383,OTHER RELIEF,I  93 RAMP NS,NBI,DOT,42,22,19.5275,71,4,3.8855,11,1,33400,12.5,7.4,6,True,0,0,0,False,Boston,MAPC
539,B16606,8YR,0.8913,US  1 RAMP TC,I  93 RAMP NS,NBI,DOT,42,22,18.5304,71,4,4.83,11,1,19000,112.2,7.9,7,True,0,0,0,False,Boston,MAPC
540,B16606,8YU,0.9686,US  1 RAMP TC & LC,I  93 RAMP NS,NBI,DOT,42,22,14.44,71,3,59.38,11,1,19000,235.9,7.9,7,True,0,0,0,False,Boston,MAPC
541,B16601,8YV,0.954,COMB  AUSTIN ST &ORNG LN,I  93 SB,NBI,DOT,42,22,23.808,71,4,10.8191,11,3,95300,162.5,20.1,7,True,0,0,0,False,Boston,MAPC
542,B16601,8YW,0.8073,OTHER RELIEF,I  93 SB,NBI,DOT,42,22,20.73,71,4,5.65,11,3,71500,254.2,20.1,7,True,0,0,0,False,Boston,MAPC
543,B16601,8YX,0.963,COMB  RAMP LT& MILLERS R,I  93 SB,NBI,DOT,42,22,12.936,71,3,54.7487,11,5,145500,217.8,20.4,7,True,0,0,0,False,Boston,MAPC
544,B16600,8YY,0.9611,"I  93 SB, AUSTN ST, MBTA",I  93 NB,NBI,DOT,42,22,24.1247,71,4,10.992,11,5,48400,162.3,21.8,7,True,0,0,0,False,Boston,MAPC
545,B16600,900,0.8046,I  93 SB,I  93 NB,NBI,DOT,42,22,20.32,71,4,4.09,11,3,78500,166.7,16.5,7,True,0,0,0,False,Boston,MAPC
546,B16600,901,0.826,"I  93 SB, RMP LT, MIL RV",I  93 NB,NBI,DOT,42,22,12.7956,71,3,53.3412,11,4,95950,309.4,18.3,6,True,0,0,0,False,Boston,MAPC
