OBJECTID,AllBridges_2016April_BDEPT,AllBridges_2016April_BIN,AllBridges_2016April_Health_Index,AllBridges_2016April_Item_6A,AllBridges_2016April_Item_7,AllBridges_2016April_Item_8,AllBridges_2016April_Item_8_Bridge_Cat,AllBridges_2016April_Item_8_Owner,AllBridges_2016April_Item_16A,AllBridges_2016April_Item_16B,AllBridges_2016April_Item_16C,AllBridges_2016April_Item_17A,AllBridges_2016April_Item_17B,AllBridges_2016April_Item_17C,AllBridges_2016April_Item_26,AllBridges_2016April_Item_28A,AllBridges_2016April_Item_29,AllBridges_2016April_Item_49,AllBridges_2016April_Item_51,AllBridges_2016April_Item_52,AllBridges_2016April_Item_58,AllBridges_2016April_Item_104,AllBridges_2016April_Posting_2_Axle,AllBridges_2016April_Posting_3_Axle,AllBridges_2016April_Posting_5_Axle,AllBridges_2016April_Struct_Def,AllBridges_2016April_Town_Name
3407,R05034,3AL,0.5923,ST 60 EB/SQUIRE RD,US  1 NE XWAY,R050343ALDOTNBI,NBI,DOT,42,25,44.7132,71,1,9.4908,12,2,66000,44.5,14.9,16.9,7,TRUE,0,0,0,TRUE,Revere
3408,R05038,3AM,0.7337,ST 60 EB/SQUIRE RD,US  1 NE XWAY,R050383AMDOTNBI,NBI,DOT,42,25,43.86,71,1,7.18,12,4,77600,43.3,29.6,30.9,5,TRUE,0,0,0,FALSE,Revere
3633,B16085,3HN,0.9951,RR    AMTRAK/MBTA,HWY   DARTMOUTH ST,B160853HNDOT634,634,DOT,42,20,49.5887,71,4,33.1499,16,4,12026,22.9,16.8,30.4,7,TRUE,0,0,0,FALSE,Boston
3634,B16081,3HP,0.7724,RR    AMTRAK/MBTA,HWY   TRMNT-ARLNGT,B160813HPDOT634,634,DOT,42,20,51.5543,71,4,7.248,14,4,30400,22.6,18.4,121.9,6,TRUE,0,0,0,TRUE,Boston
3638,B16069,3HU,0.9706,RR    CSX,HWY   CURTIS ST,B160693HUDOT634,634,DOT,42,23,1.0284,71,1,18.7356,17,2,12420,15.2,10.9,14.6,5,TRUE,0,0,0,FALSE,Boston
3760,S28008,3MM,0.9858,HWY   PAGE ST,ST 24,S280083MMDOTNBI,NBI,DOT,42,8,37.5575,71,3,58.1147,12,6,114300,20.4,34.2,36.1,7,TRUE,0,0,0,FALSE,Stoughton
3811,W46002,3P8,1,WATER EAGLE BROOK,ST140 FRANKLIN ST,W460023P8DOTNBI,NBI,DOT,42,4,22.332,71,20,56.6375,14,2,20300,8.2,13.4,17.4,N,TRUE,0,0,0,FALSE,Wrentham
3823,F06002,3PL,0.9615,ST140 PIERCE ST,US  1 WASHNGTON ST,F060023PLDOTNBI,NBI,DOT,42,4,44.7816,71,16,57.1152,14,4,27000,25.9,26.8,31.3,7,TRUE,0,0,0,FALSE,Foxborough
3824,F06003,3PM,0.9542,RR    CSX,US  1 WASHNGTON ST,F060033PMDOTNBI,NBI,DOT,42,5,56.2092,71,15,47.5524,14,5,25100,50.3,24,31,7,TRUE,0,0,0,FALSE,Foxborough
3825,N25026,3PN,0.8024,WATER NEPONSET RIVER,US  1 PROVDNCE HWY,N250263PNDOTNBI,NBI,DOT,42,10,37.0307,71,11,31.1856,14,4,38800,19.8,21.3,25.8,4,TRUE,0,0,0,TRUE,Norwood
3826,N25014,3PP,1,WATER PURGATORY BROOK,US  1 PROVDNCE HWY,N250143PPDOTNBI,NBI,DOT,42,12,32.7384,71,11,4.8444,14,4,55500,7.9,0,0,N,TRUE,0,0,0,FALSE,Norwood
3827,S09011,3PQ,0.9687,I  95,US  1 NB/GL EDWRDS,S090113PQDOTNBI,NBI,DOT,42,7,32.5,71,13,39.4004,12,2,36000,122.2,11,12.9,7,TRUE,0,0,0,FALSE,Sharon
3828,S09010,3PR,0.9743,I  95 NB,US  1 NB/GL EDWRDS,S090103PRDOTNBI,NBI,DOT,42,7,53.22,71,13,21.2843,12,2,36000,63.7,11,12.9,7,TRUE,0,0,0,FALSE,Sharon
3829,S09009,3PT,0.9714,I  95 SB,US  1 NB/GL EDWRDS,S090093PTDOTNBI,NBI,DOT,42,7,58.1736,71,13,22.2312,12,2,36000,82.3,11,12.9,7,TRUE,0,0,0,FALSE,Sharon
3830,W03041,3PU,0.9257,WATER TRAPHOLE BROOK,US  1 BSTN PRVDNC,W030413PUDOTNBI,NBI,DOT,42,9,6.6995,71,12,32.8103,14,4,38000,6.7,0,0,N,TRUE,0,0,0,FALSE,Walpole
3854,F06015,3QK,0.7805,ST106 GREEN ST,I  95 NB,F060153QKDOTNBI,NBI,DOT,42,1,53.2847,71,15,1.5695,11,3,50900,54.9,15.2,17.1,6,TRUE,0,0,0,FALSE,Foxborough
3855,F06015,3QL,0.9793,ST106 GREEN ST,I  95 SB,F060153QLDOTNBI,NBI,DOT,42,1,52.5107,71,15,5.7815,11,3,48209,57.9,16.5,17.1,7,TRUE,0,0,0,FALSE,Foxborough
3856,F06016,3QM,0.698,ST140 COMMERCIAL ST,I  95 NB,F060163QMDOTNBI,NBI,DOT,42,2,35.1096,71,14,33.8388,11,4,44150,34.1,15.8,17.7,6,TRUE,0,0,0,FALSE,Foxborough
3857,F06016,3QN,0.7664,ST140 COMMERCIAL ST,I  95 SB,F060163QNDOTNBI,NBI,DOT,42,2,36.2436,71,14,35.2679,11,4,47400,34.1,15.8,17.7,6,TRUE,0,0,0,FALSE,Foxborough
3858,F06018,3QP,0.723,HWY   CENTRAL ST,I  95 NB,F060183QPDOTNBI,NBI,DOT,42,3,7.1027,71,14,14.3339,11,3,45500,42.1,15.2,17.1,6,TRUE,0,0,0,FALSE,Foxborough
3859,F06018,3QQ,0.7704,HWY   CENTRAL ST,I  95 SB,F060183QQDOTNBI,NBI,DOT,42,3,8.5824,71,14,15.5616,11,3,43900,42.1,15.2,17.1,6,TRUE,0,0,0,FALSE,Foxborough
3860,F06019,3QR,0.9245,RR    CSX,I  95 NB,F060193QRDOTNBI,NBI,DOT,42,3,10.0656,71,14,12.5087,11,3,45500,13.4,15.2,16.1,7,TRUE,0,0,0,FALSE,Foxborough
3861,F06019,3QT,0.988,RR    CSX,I  95 SB,F060193QTDOTNBI,NBI,DOT,42,3,11.4912,71,14,13.812,11,3,45500,13.4,15.2,16.2,7,TRUE,0,0,0,FALSE,Foxborough
3862,F06020,3QU,0.7813,HWY   COCASSET ST,I  95 NB,F060203QUDOTNBI,NBI,DOT,42,3,51.62,71,13,47.11,11,3,43600,49.1,16.2,17.1,7,TRUE,0,0,0,FALSE,Foxborough
3863,F06020,3QV,0.9475,HWY   COCASSET ST,I  95 SB,F060203QVDOTNBI,NBI,DOT,42,3,51.3251,71,13,49.4507,11,3,46705,49.1,16.2,18.1,7,TRUE,0,0,0,FALSE,Foxborough
3864,F06021,3QW,0.9598,HWY   OAK ST,I  95 NB,F060213QWDOTNBI,NBI,DOT,42,5,2.4828,71,13,17.3064,11,3,43561,59.1,15.2,17.1,7,TRUE,0,0,0,FALSE,Foxborough
3865,F06022,3QX,0.9226,HWY   OAK ST,I  95 SB,F060223QXDOTNBI,NBI,DOT,42,5,2.4828,71,13,17.3064,11,3,47300,59.1,15.2,17.1,7,TRUE,0,0,0,FALSE,Foxborough
3868,N25028,3R1,0.8188,HWY   UNION ST,I  95 NB,N250283R1DOTNBI,NBI,DOT,42,9,12.1752,71,11,24.8135,11,3,48000,31.4,16.5,17.2,7,TRUE,0,0,0,FALSE,Norwood
3869,N25028,3R2,0.8486,HWY   UNION ST,I  95 SB,N250283R2DOTNBI,NBI,DOT,42,9,13.4063,71,11,25.8936,11,3,48000,31.4,16.5,17.2,7,TRUE,0,0,0,FALSE,Norwood
3870,N25031,3R3,0.6127,WATER NEPONSET RIVER,I  95 NB,N250313R3DOTNBI,NBI,DOT,42,10,31.55,71,10,0.23,11,3,50800,39,15.8,17.7,5,TRUE,0,0,0,FALSE,Norwood
3871,N25031,3R4,0.6204,WATER NEPONSET RIVER,I  95 SB,N250313R4DOTNBI,NBI,DOT,42,10,33.2,71,10,1.24,11,3,67677,39,15.2,17.1,6,TRUE,0,0,0,FALSE,Norwood
3874,S09015,3R7,0.6163,HWY   S WALPOLE ST,I  95 SB,S090153R7DOTNBI,NBI,DOT,42,6,22.0283,71,13,52.2011,11,3,50000,35.7,15.2,17.1,6,TRUE,0,0,0,FALSE,Sharon
3875,S09012,3R8,0.7421,HWY   OLD POST RD,I  95 NB,S090123R8DOTNBI,NBI,DOT,42,7,16.41,71,13,46.5636,11,4,47000,56.4,15.2,17.1,6,TRUE,0,0,0,FALSE,Sharon
3876,S09013,3R9,0.7337,HWY   OLD POST RD,I  95 SB,S090133R9DOTNBI,NBI,DOT,42,7,20.0208,71,13,48.2628,11,3,50000,51.2,15.2,17.1,6,TRUE,0,0,0,FALSE,Sharon
3877,F06027,3RA,0.9873,I  95 SB,I 495 SB,F060273RADOTNBI,NBI,DOT,42,1,36.0156,71,15,27.9899,11,4,42000,34.7,15.8,17.7,7,TRUE,0,0,0,FALSE,Foxborough
3878,F06027,3RB,0.9939,I  95 SB,I 495 NB,F060273RBDOTNBI,NBI,DOT,42,1,37.0199,71,15,26.6004,11,4,42000,34.7,15.8,17.7,7,TRUE,0,0,0,FALSE,Foxborough
3897,W46010,3RX,0.8128,ST  1 A/SOUTH ST,I 495 NB,W460103RXDOTNBI,NBI,DOT,42,2,25.1555,71,20,42.0792,12,4,40900,28,15.8,17.7,7,TRUE,0,0,0,FALSE,Wrentham
3898,W46010,3RY,0.725,ST  1 A/SOUTH ST,I 495 SB,W460103RYDOTNBI,NBI,DOT,42,2,23.7228,71,20,42.7739,16,4,42200,28,15.8,17.9,7,TRUE,0,0,0,FALSE,Wrentham
3899,W46009,3T0,0.8069,RR    PCRR (ABANDONED),I 495 NB,W460093T0DOTNBI,NBI,DOT,42,2,26.0448,71,20,55.1723,11,3,40000,28,15.2,16.6,6,TRUE,0,0,0,FALSE,Wrentham
3900,W46009,3T1,0.9083,RR    PCRR (ABANDONED),I 495 SB,W460093T1DOTNBI,NBI,DOT,42,2,25.4328,71,20,56.7816,16,4,35000,28,15.8,17.7,6,TRUE,0,0,0,FALSE,Wrentham
1665,M06009,1L4,0.6214,I 495,US 20 EB/BSTN PST,M060091L4DOTNBI,NBI,DOT,42,20,27.996,71,34,31.008,14,2,36400,86.9,11,15,5,TRUE,0,0,0,FALSE,Marlborough
1666,M06009,1L5,0.6455,I 495,US 20 WB/BSTN PST,M060091L5DOTNBI,NBI,DOT,42,20,28.4208,71,34,30.99,14,2,36400,86.9,11,15,5,TRUE,0,0,0,FALSE,Marlborough
2202,W11007,24Y,0.6712,WATER SUDBURY RIVER,ST 27 OLD SUDBURY,W1100724YMUNNBI,NBI,MUN,42,22,26.9796,71,22,53.544,14,2,14900,33.2,9.1,12.4,5,TRUE,0,0,0,FALSE,Wayland
2254,A02013,26K,0.8933,WATER NASHOBA BROOK,ST119 /ST2 A,A0201326KDOTNBI,NBI,DOT,42,29,56.5367,71,25,5.9087,14,2,17063,8.8,12.2,13.4,5,TRUE,0,0,0,FALSE,Acton
2257,L13011,26N,0.9855,RR    MBTA/BMRR,ST  2 A/ST110/AYER,L1301126NDOTNBI,NBI,DOT,42,33,4.2222,71,31,42.402,14,2,13800,28,14.6,17.4,7,TRUE,0,0,0,FALSE,Littleton
2259,S31004,26Q,0.9411,WATER HOP BROOK,US 20 BSTN POST RD,S3100426QDOTNBI,NBI,DOT,42,21,42.4584,71,25,4.1046,14,2,32000,7.3,9.1,11.6,6,TRUE,0,0,0,FALSE,Sudbury
2260,W11001,26R,0.8303,OTHER REPLACED BY 6G2,OTHER REMOVED,W1100126RDOTREM,REM,DOT,42,21,47.4408,71,22,30.7884,14,2,21000,27.1,9.1,10.6,0,TRUE,0,0,0,FALSE,Wayland
2263,L13030,26V,0.8744,I 495,ST119 GREAT RD,L1303026VDOTNBI,NBI,DOT,42,32,57.6708,71,28,41.6136,14,2,16972,95.1,13.4,16.8,4,TRUE,0,0,0,FALSE,Littleton
2264,L13008,26W,0.9473,WATER BEAVER BROOK,ST119 GREAT RD,L1300826WDOTNBI,NBI,DOT,42,34,3.5508,71,30,33.1416,14,2,23800,7.9,7.2,8.5,6,TRUE,17,23,36,FALSE,Littleton
2271,F07006,274,0.6067,WATER SUDBURY RIVER,ST  9 /ST30/WRCSTR,F07006274DOTREM,REM,DOT,42,17,58,71,25,34,14,4,52200,22.3,19.5,27.5,5,TRUE,20,23,36,FALSE,Framingham
2273,F07001,276,0.4154,WATER RESERVOIR OUTLET,ST  9 WORCESTER RD,F07001276DOTNBI,NBI,DOT,42,17,39.2886,71,27,27.5502,14,4,58800,16.5,15.5,27.4,4,TRUE,20,25,40,TRUE,Framingham
2274,N03021,277,0.7123,OTHER REPLACED BY 8RG,OTHER REMOVED,N03021277DOTREM,REM,DOT,42,17,55.5324,71,22,19.1064,14,93,63000,21,21.3,27.5,5,TRUE,0,0,0,FALSE,Natick
2278,B18001,27B,0.6842,HWY   CENTRAL ST,ST  2,B1800127BDOTNBI,NBI,DOT,42,30,1.9404,71,28,31.1844,12,4,34428,20.1,20.7,27.2,6,TRUE,0,0,0,FALSE,Boxborough
2279,L13018,27C,0.9656,RR    MBTA/BMRR,ST  2,L1301827CDOTNBI,NBI,DOT,42,31,4.0542,71,30,6.1308,12,4,42000,53,23.2,27,7,TRUE,0,0,0,FALSE,Littleton
2280,L13017,27D,0.9846,HWY   FOSTER ST,ST  2,L1301727DDOTNBI,NBI,DOT,42,31,6.819,71,30,12.2508,12,4,42221,16.2,24.4,27.8,6,TRUE,0,0,0,FALSE,Littleton
2282,H25016,27F,0.9699,WATER ASSABET RIVER,I 495 NB,H2501627FDOTNBI,NBI,DOT,42,22,7.9134,71,35,40.7328,11,3,50000,25.9,15.2,17.1,4,TRUE,0,0,0,TRUE,Hudson
2283,H25016,27G,0.7918,WATER ASSABET RIVER,I 495 SB,H2501627GDOTNBI,NBI,DOT,42,22,6.1746,71,35,43.0908,11,3,50000,25.3,15.2,17.1,4,TRUE,0,0,0,FALSE,Hudson
2284,H25017,27H,0.9509,HWY   RIVER RD,I 495 NB,H2501727HDOTNBI,NBI,DOT,42,22,17.943,71,35,45.7872,11,3,48989,40.8,15.2,17.1,6,TRUE,0,0,0,FALSE,Hudson
2285,H25017,27J,0.7547,HWY   RIVER RD,I 495 SB,H2501727JDOTNBI,NBI,DOT,42,22,15.7116,71,35,48.1446,11,3,48720,43,15.2,17.1,6,TRUE,0,0,0,FALSE,Hudson
2286,L13022,27K,0.5917,OTHER REPLACED BY BAX,OTHER REMOVED,L1302227KDOTREM,REM,DOT,42,31,14.4258,71,30,29.07,11,4,75000,50.9,13.4,18.3,4,TRUE,0,0,0,FALSE,Littleton
2287,L13022,27L,0.4931,OTHER REPLACED BY BAY,OTHER REMOVED,L1302227LDOTREM,REM,DOT,42,31,15.204,71,30,30.7614,11,4,75000,50.9,15.8,18.3,4,TRUE,0,0,0,FALSE,Littleton
2288,L13023,27M,0.7585,RR    MBTA/BMRR,I 495 NB,L1302327MDOTNBI,NBI,DOT,42,31,27.7572,71,30,17.8338,11,4,52261,54.18,19.66,20.83,9,TRUE,0,0,0,FALSE,Littleton
2289,L13023,27N,0.8636,RR    MBTA/BMRR,I 495 SB,L1302327NDOTNBI,NBI,DOT,42,31,29.5284,71,30,18.8274,11,4,52368,54.9,17.1,18.3,7,TRUE,0,0,0,FALSE,Littleton
2290,L13027,27P,0.9993,WATER BEAVER BROOK,I 495 NB,L1302727PDOTNBI,NBI,DOT,42,32,34.9223,71,29,22.4771,11,3,62268,14.9,15.2,19.5,N,TRUE,0,0,0,FALSE,Littleton
2291,L13027,27Q,0.9425,WATER BEAVER BROOK,I 495 SB,L1302727QDOTNBI,NBI,DOT,42,32,36.1175,71,29,23.5572,11,3,62268,14.9,15.2,19.5,N,TRUE,0,0,0,FALSE,Littleton
2298,M06012,27Y,0.8466,HWY   BERLIN RD,I 495 NB,M0601227YDOTNBI,NBI,DOT,42,21,32.2704,71,35,8.2458,11,3,43457,44.2,15.2,17.1,6,TRUE,0,0,0,FALSE,Marlborough
2299,M06012,280,0.7616,HWY   BERLIN RD,I 495 SB,M06012280DOTNBI,NBI,DOT,42,21,32.4684,71,35,10.8888,11,3,42280,44.2,15.2,17.1,6,TRUE,0,0,0,FALSE,Marlborough
2300,M06007,281,0.9652,HWY   DONALD LYNCH BLVD,I 495 NB,M06007281DOTNBI,NBI,DOT,42,22,1.613,71,35,36.8844,11,3,50000,42.2,15.2,17.1,6,TRUE,0,0,0,FALSE,Marlborough
2301,M06007,282,0.9708,HWY   DONALD LYNCH BLVD,I 495 SB,M06007282DOTNBI,NBI,DOT,42,21,59.2992,71,35,38.3387,11,3,50000,38.3,15.2,17.1,6,TRUE,0,0,0,FALSE,Marlborough
2305,A02012,286,0.9072,WATER FORT POND BROOK,ST 27 MAIN ST,A02012286DOTNBI,NBI,DOT,42,27,33.89,71,27,15.05,14,3,12300,6.7,10.4,15.2,N,TRUE,0,0,0,FALSE,Acton
2306,A02037,287,0.6607,ST  2,ST 27 MAIN ST,A02037287DOTNBI,NBI,DOT,42,28,40.5798,71,26,54.675,14,2,21110,31.1,13.4,16.7,6,TRUE,0,0,0,FALSE,Acton
2307,M10007,288,0.7459,OTHER REPLACED BY B5F,OTHER REMOVED,M10007288DOTREM,REM,DOT,42,25,57.2838,71,26,57.6018,14,2,11000,27.7,6.7056,17.6,4,TRUE,20,25,40,FALSE,Maynard
2309,A14001,28A,0.9434,WATER SUDBURY RIVER,ST135 UNION ST,A1400128ADOTNBI,NBI,DOT,42,15,35.1899,71,27,7.0451,14,2,22800,28,12.2,14.6,5,TRUE,0,0,0,FALSE,Ashland
2310,F07028,28B,0.9929,ST  9 WORCESTER RD,ST126 CONCORD ST,F0702828BDOTNBI,NBI,DOT,42,17,53.6459,71,24,30.9672,14,2,35500,31.4,12.2,16,7,TRUE,0,0,0,FALSE,Framingham
2312,S29007,28D,0.9659,WATER ELIZABETH BROOK,ST 62 GLEASNDLE RD,S2900728DDOTNBI,NBI,DOT,42,25,53.5439,71,30,26.9064,14,2,5746,6.8,13.4,16.2,6,TRUE,0,0,0,FALSE,Stow
2313,S29001,28E,0.5719,WATER ASSABET RIVER,ST 62 GLEASNDLE RD,S2900128EDOTNBI,NBI,DOT,42,24,17.3051,71,31,35.1264,14,2,6062,51.8,4.1,13.7,4,TRUE,0,0,0,TRUE,Stow
2320,M10002,28M,0.8893,WATER ASSABET RIVER,ST117 GREAT RD,M1000228MDOTNBI,NBI,DOT,42,25,42.4091,71,28,7.0104,14,2,12210,18.3,13.1,15.6,N,TRUE,0,0,0,FALSE,Maynard
2322,H25003,28P,0.3642,WATER ASSABET RIVER,ST 85 WASHNGTON ST,H2500328PDOTNBI,NBI,DOT,42,23,25.4688,71,34,12.9144,14,2,39200,18.6,9.7,14.7,N,TRUE,20,25,40,TRUE,Hudson
2323,N03020,28Q,0.8096,ST  9 WORCESTER ST,ST 27 N MAIN ST,N0302028QDOTNBI,NBI,DOT,42,17,59.964,71,21,35.7552,14,2,28000,30,12.2,16.1,5,TRUE,0,0,0,TRUE,Natick
2324,A02001,28R,0.7318,WATER ASSABET RIVER,ST 62 PWDR MILL RD,A0200128RDOTNBI,NBI,DOT,42,26,27.388,71,25,46.146,14,3,11309,23.7,12.2,15,6,TRUE,0,0,0,FALSE,Acton
2325,M10004,28T,0.7274,WATER ASSABET RIVER,ST 62 MAIN ST,M1000428TDOTNBI,NBI,DOT,42,25,54.447,71,27,18.4242,14,2,8000,18.9,11,16,4,TRUE,0,0,0,TRUE,Maynard
2327,M06018,28V,0.9353,HWY   PLEASANT ST,HWY   85 CONNECTOR,M0601828VDOTNBI,NBI,DOT,42,22,9.9048,71,34,34.4706,14,2,20834,27.7,13.4,14.4,7,TRUE,0,0,0,FALSE,Marlborough
2332,N03033,291,0.559,ST  9 & RAMP A,HWY   SPEEN ST SB,N03033291DOTNBI,NBI,DOT,42,17,57.7103,71,22,44.6448,16,3,20000,50.9,12.2,15.7,5,TRUE,0,0,0,FALSE,Natick
2334,N03035,293,0.7483,ST  9 WORCESTER ST,HWY   SPEEN ST NB,N03035293DOTNBI,NBI,DOT,42,17,57.6456,71,22,36.1164,14,3,21600,30.8,12.8,15.8,6,TRUE,0,0,0,FALSE,Natick
2341,A02004,29A,0.9983,RR    MBTA/BMRR,ST 27 MAIN ST,A0200429ADOT634,634,DOT,42,27,36.24,71,27,16.06,14,3,13600,26,11,15.2,6,TRUE,0,0,0,FALSE,Acton
2354,N03006,29P,0.996,RR    MBTA/CSX,ST 27 N MAIN ST,N0300629PDOT634,634,DOT,42,17,8.163,71,20,53.0262,14,2,23000,25.3,13.4,19,7,TRUE,0,0,0,FALSE,Natick
2378,B06020,2AF,0.9972,I 495 NB,ST126 HARTFORD AVE,B060202AFDOTNBI,NBI,DOT,42,6,51.3684,71,27,55.8252,14,4,16200,36.6,13.4,15.9,7,TRUE,0,0,0,FALSE,Bellingham
2379,B06020,2AG,0.9994,I 495 SB,ST126 HARTFORD AVE,B060202AGDOTNBI,NBI,DOT,42,6,51.1632,71,27,58.968,14,4,16200,36.9,13.4,16.2,6,TRUE,0,0,0,FALSE,Bellingham
2380,B06005,2AH,0.8417,WATER CHARLES RIVER,ST126 N MAIN ST,B060052AHDOTNBI,NBI,DOT,42,5,39.4598,71,28,33.2904,14,2,18000,9.4,13.4,18.1,7,TRUE,0,0,0,FALSE,Bellingham
2381,M11003,2AJ,0.8349,WATER CHARLES RIVER,ST109 MAIN ST,M110032AJDOTNBI,NBI,DOT,42,10,52.107,71,19,21.6618,14,2,24700,20.1,13.4,15.4,6,TRUE,0,0,0,FALSE,Medfield
2383,B06021,2AL,0.9961,WATER CHARLES RIVER,I 495,B060212ALDOTNBI,NBI,DOT,42,6,26.9562,71,27,29.6742,11,6,78528,10.1,0,0,N,TRUE,0,0,0,FALSE,Bellingham
2385,M11013,2AN,0.8322,RR    BCRR,ST 27 N MEADOWS RD,M110132ANDOTNBI,NBI,DOT,42,11,41.2764,71,19,42.4662,14,2,8068,20.1,13.4,17.3,7,TRUE,0,0,0,FALSE,Medfield
2386,M11012,2AP,0.9534,WATER CHARLES RIVER,ST 27 N MEADOWS RD,M110122APDOTNBI,NBI,DOT,42,12,35.8418,71,21,6.1884,14,2,8068,21.9,12.2,14.9,7,TRUE,0,0,0,FALSE,Medfield
2391,B06009,2AV,0.7676,RR    MBTA/CSX,ST126 N MAIN ST,B060092AVDOT634,634,DOT,42,5,27.5027,71,28,35.3639,14,2,16000,21.9,13.4,18.1,7,TRUE,0,0,0,FALSE,Bellingham
2392,B06011,2AW,0.7329,RR    CSX (ABANDONED),ST126 S MAIN ST,B060112AWDOT634,634,DOT,42,2,2.6334,71,29,35.5482,14,2,20000,33.8,14,18.7,4,TRUE,17,23,27,TRUE,Bellingham
2395,F08007,2B0,0.936,RR    MBTA/CSX,ST140 E CENTRAL ST,F080072B0DOT634,634,DOT,42,4,57.2736,71,23,49.4916,14,2,31200,8.5,13.9,35.7,6,TRUE,0,0,0,FALSE,Franklin
2413,L10016,2BJ,0.9688,WATER KILN BROOK,HWY   HARTWELL AVE,L100162BJMUNNBI,NBI,MUN,42,28,11.1215,71,15,34.668,14,2,25000,17.7,12.2,13.9,6,TRUE,17,21,36,FALSE,Lexington
2725,W29032,2MA,0.9797,OTHER MDC AQUEDUCT,I  90 EB OFF RAMP,W290322MADOTNBI,NBI,DOT,42,20,31.9272,71,15,44.172,11,2,31300,8.5,8.8,41.5,5,TRUE,0,0,0,FALSE,Weston
2731,N12056,2MG,0.7299,I  95 /ST128,HWY   GROVE ST,N120562MGDOTNBI,NBI,DOT,42,19,57.396,71,15,19.242,16,2,14250,71,14,17.7,7,TRUE,0,0,0,FALSE,Newton
2738,B07004,2MP,0.648,RR    MBTA/BMRR,HWY   TRAPELO RD,B070042MPDOT634,634,DOT,42,23,15.864,71,11,25.8467,14,4,18000,21,17.1,23.2,5,TRUE,0,0,0,TRUE,Belmont
2749,L12002,2N2,0.6812,RR    MBTA/BMRR,ST126 CONCORD RD,L120022N2DOT634,634,DOT,42,25,41.5,71,20,10.75,14,2,6900,54.6,9.1,12.1,4,TRUE,0,0,0,TRUE,Lincoln
2764,W04015,2NH,0.7677,RR    MBTA/BMRR,US 20 MAIN ST,W040152NHDOT634,634,DOT,42,22,40.2924,71,13,25.1256,14,4,27600,71.3,18.3,25.9,5,TRUE,20,25,36,FALSE,Waltham
2771,W38002,2NQ,0.6037,RR    MBTA/BMRR,ST 38 MAIN ST,W380022NQDOT634,634,DOT,42,32,4.2324,71,9,33.9624,14,2,24600,29.6,10.7,13.7,5,TRUE,16,18,25,TRUE,Wilmington
2779,W43002,2P0,0.9791,RR    MBTA/BMRR,HWY   MONTVALE AVE,W430022P0DOT634,634,DOT,42,28,49.26,71,7,36.4907,14,2,31030,19.5,12.2,16.7,7,TRUE,0,0,0,FALSE,Woburn
2782,W13006,2P3,0.923,RR    CSX/MBTA,ST  9 WORCESTER ST,W130062P3DOT634,634,DOT,42,18,44.0748,71,16,34.6547,14,4,33800,28.3,17.4,23.8,7,TRUE,0,0,0,FALSE,Wellesley
2803,I01002,2PQ,0.7554,WATER IPSWICH RIVER,ST  1 A/S MAIN ST,I010022PQMUNNBI,NBI,MUN,42,40,46.1208,70,50,13.6175,14,2,13400,21.9,8.1,11.2,N,TRUE,0,0,0,FALSE,Ipswich
2877,D03017,2T2,0.662,ST114 ANDOVER ST,US  1 NB/NEWBRY ST,D030172T2DOTNBI,NBI,DOT,42,33,38.7611,70,58,38.5752,14,2,32600,24.4,10.6,14.8,5,TRUE,0,0,0,FALSE,Danvers
2878,D03017,2T3,0.4742,ST114 ANDOVER ST,US  1 SB/NEWBRY ST,D030172T3DOTNBI,NBI,DOT,42,33,39.1428,70,58,39.27,14,2,32600,24.4,10.6,14.8,5,TRUE,0,0,0,FALSE,Danvers
2881,D03016,2T6,1,ST 62 MAPLE ST,US  1 NB/NEWBRY ST,D030162T6DOTNBI,NBI,DOT,42,35,2.2235,70,58,1.8264,14,2,31000,29.9,11.3,15.4,7,TRUE,0,0,0,FALSE,Danvers
2882,D03016,2T7,1,ST 62 MAPLE ST,US  1 SB/NEWBRY ST,D030162T7DOTNBI,NBI,DOT,42,35,2.6519,70,58,2.5967,14,2,29900,29.9,11.3,15.4,7,TRUE,0,0,0,FALSE,Danvers
2883,D03034,2T8,0.7632,I  95,US  1 NB/NEWBRY ST,D030342T8DOTNBI,NBI,DOT,42,35,32.62,70,57,41.92,14,2,72740,101.8,11.3,12.8,6,TRUE,0,0,0,FALSE,Danvers
2884,D03035,2T9,0.7863,I  95,US  1 SB/NEWBRY ST,D030352T9DOTNBI,NBI,DOT,42,35,45.13,70,57,48.79,14,2,72740,76.2,11.3,12.8,6,TRUE,0,0,0,FALSE,Danvers
2890,P03001,2TF,1,HWY   LOWELL ST,US  1 NB/NEWBURY,P030012TFDOTNBI,NBI,DOT,42,32,53.754,70,58,59.3543,14,2,45700,21.72,12.75,18.26,6,TRUE,0,0,0,FALSE,Peabody
2891,P03001,2TG,1,HWY   LOWELL ST,US  1 SB/NEWBURY,P030012TGDOTNBI,NBI,DOT,42,32,54.168,70,58,59.9051,14,2,43200,21.72,12.75,18.26,6,TRUE,0,0,0,FALSE,Peabody
2893,T06006,2TJ,0.8904,HWY   HOWLETT ST,US  1 BOSTON ST,T060062TJDOTNBI,NBI,DOT,42,38,33.7452,70,56,19.6728,14,2,16800,6.7,9.1,10.5,5,TRUE,0,0,0,FALSE,Topsfield
