OBJECTID,AllBridges_2014April_BDEPT,AllBridges_2014April_BIN,AllBridges_2014April_Health_Index,AllBridges_2014April_Item_6A,AllBridges_2014April_Item_7,AllBridges_2014April_Item_8_Bridge_Cat,AllBridges_2014April_Item_8_Owner,AllBridges_2014April_Item_16A,AllBridges_2014April_Item_16B,AllBridges_2014April_Item_16C,AllBridges_2014April_Item__17A,AllBridges_2014April_Item__17B,AllBridges_2014April_Item__17C,AllBridges_2014April_Item_26,AllBridges_2014April_Item_28A,AllBridges_2014April_Item_29,AllBridges_2014April_Item_49,AllBridges_2014April_Item_52,AllBridges_2014April_Item_58,AllBridges_2014April_Item_104,AllBridges_2014April_Posting_2_Axle,AllBridges_2014April_Posting_3_Axle,AllBridges_2014April_Posting_5_Axle,AllBridges_2014April_Struct_Def,AllBridges_2014April_Town_Name,AllBridges_2014April_RPA
932,B16232,3AU,0.586,I  93 NB OFF RAMP,I  93 SB UPR ON RP,CLO,DOT,42,21,48,71,3,42,11,2,26000,146.3,10.4,5,True,0,0,0,False,Boston,MAPC
933,B16232,3AV,0.5852,I  93 SB OFF RAMP,I  93 NB UPR ON RP,CLO,DOT,42,21,48,71,3,42,11,2,37839,146.3,10.4,5,True,0,0,0,False,Boston,MAPC
934,B16232,3AW,0.5574,COMB  PARKING & MBTA,I  93 SB OFF RP,CLO,DOT,42,21,48,71,3,36,11,2,26800,158.5,10.4,4,True,0,0,0,False,Boston,MAPC
935,B16232,3AX,0.6139,COMB  PARKING & MBTA,I  93 NB OFF RAMP,CLO,DOT,42,21,48,71,3,42,11,1,27850,158.5,10.5,5,True,0,0,0,False,Boston,MAPC
936,B16232,3AY,0.6011,HWY   NASHUA ST & PARKNG,I  93 OFF RMP,CLO,DOT,42,21,58.2228,71,3,51.372,11,2,54650,61.6,16.5,5,True,0,0,0,False,Boston,MAPC
937,B16232,3B0,0.6243,HWY   NASHUA ST,I  93 OFF RMP,CLO,DOT,42,21,48,71,3,42,11,2,54650,36.9,10.4,5,True,0,0,0,False,Boston,MAPC
938,B16281,3BF,1,I  93 SB,I  93 STB UPPR LVL,CLO,DOT,42,22,48,71,4,12,11,1,10,49.7,17.1,7,True,0,0,0,False,Boston,MAPC
939,B16281,3BG,0.9801,RR    BMRR & MBTA,I  93 SB BT 61-63,CLO,DOT,42,22,46.6644,71,4,36.2928,11,1,10,49.7,8.8,7,True,0,0,0,False,Boston,MAPC
940,B16232,3BX,0,HWY   DEWEY SQ TUNNEL,I  93 NB DEAD RAMP,CLO,DOT,42,20,48,71,3,42,11,1,10,6.4,8.5,6,True,0,0,0,False,Boston,MAPC
941,B16232,3C2,0.9222,HWY   DEWEY SQ TUNNEL,I  93 SB OFF RAMP,DES,DOT,42,20,54,71,3,36,11,3,16500,6.4,7.3,6,True,0,0,0,False,Boston,MAPC
942,B16232,3C3,0.320000035,COMB  I 90 & AMTRAK/MBTA,I  93 ONRP NB @BDW,REM,DOT,42,20,49.0452,71,3,35.8308,11,2,45000,218.5,10.3,5,True,0,0,0,False,Boston,MAPC
943,B16232,3C5,0.5169,HWY   CITY STREETS,I  93 SB OFF RAMP,DES,DOT,42,20,48,71,3,42,11,1,4700,9.1,8.5,6,True,0,0,0,False,Boston,MAPC
944,B16232,3C8,0.8233,HWY   DEWEY SQ TUNNEL,I  93 SB ON RAMP,DES,DOT,42,20,54,71,3,36,11,1,14040,14,7.3,6,True,0,0,0,False,Boston,MAPC
945,B16232,3C9,-1,OTHER I 93 SB OFR/RELIEF,OTHER REMOVED,REM,DOT,42,20,42,71,3,42,11,2,5008,67.1,9.1,5,True,0,0,0,False,Boston,MAPC
946,B16281,3CA,0.9948,HWY   MCNUTT BLV & RLIEF,I  93 SB BT18-23RP,CLO,DOT,42,22,18,71,3,60,11,1,10,149.7,8.8,6,True,0,0,0,False,Boston,MAPC
947,B16232,3CC,0.7401,HWY   DEWEY SQ TUNNEL,I  93 SB OFF RAMP,DES,DOT,42,20,54,71,3,36,11,1,10800,35.1,8.9,6,True,0,0,0,False,Boston,MAPC
948,B16232,3CF,0,HWY   CITY STS,I  93 NB OF RP@TUN,REM,DOT,42,21,39.5172,71,3,13.8888,11,2,24000,42.1,10.5,7,True,0,0,0,False,Boston,MAPC
949,B16232,3CH,0,HWY   CITY STS,I  93 NB ON RP@TUN,REM,DOT,42,21,45.7524,71,3,25.1748,11,2,26200,68.6,10.5,6,True,0,0,0,False,Boston,MAPC
950,B16281,3CJ,-1,OTHER I93 ON RMP/MBTA,OTHER REMOVED,REM,DOT,42,22,24,71,4,12,11,1,17800,99.1,8.8,6,True,0,0,0,False,Boston,MAPC
951,B16232,3CK,0,HWY   CITY STS,I  93 NB OFRMP@CSY,CLO,DOT,42,21,42,71,3,36,11,2,14500,80.2,10.5,6,True,0,0,0,False,Boston,MAPC
952,B16232,3CL,0.4846,COMB  CAUSEWAY ST & PKNG,I  93 NB OFF RAMP,CLO,DOT,42,21,48,71,3,36,11,2,27850,165.8,10.5,5,True,0,0,0,False,Boston,MAPC
953,B16232,3CM,0.4482,HWY   CITY ST & PARKING,I  93 NB OFF RAMP,CLO,DOT,42,21,48,71,3,36,11,2,27850,94.2,10.5,5,True,0,0,0,False,Boston,MAPC
954,B16232,3CN,0.6933,HWY   CITY STS & PARKING,I  93 SB OFRMP SD,REM,DOT,42,21,48,71,3,36,11,2,26800,64.6,10.5,5,True,0,0,0,False,Boston,MAPC
955,B16232,3CP,0.5056,OTHER PARKING,I  93 SB ON RAMP,CLO,DOT,42,21,48,71,3,36,11,2,26000,44.5,10.5,5,True,0,0,0,False,Boston,MAPC
956,B16232,3CR,0.6843,COMB  CITY STS & PARKING,I  93 SB RMP @ CSY,CLO,DOT,42,21,42,71,3,42,11,2,21000,110.9,10.5,6,True,0,0,0,False,Boston,MAPC
957,B16232,3CT,0.7277,HWY   CITY STS,I  93 SB OFRMP RF,CLO,DOT,42,21,30,71,3,24,11,2,31700,130.8,10.5,5,True,0,0,0,False,Boston,MAPC
958,B16232,3CU,0.708500645,OTHER PARKING,I  93 SB ONRMP@TUN,CLO,DOT,42,21,30,71,3,24,11,1,28500,88.1,10.5,6,True,0,0,0,False,Boston,MAPC
959,B16232,3CV,0.9768,HWY   HIGH ST,I  93 SB HIGHST RP,DES,DOT,42,21,6,71,3,12,11,1,40000,156.1,7.7,7,True,0,0,0,False,Boston,MAPC
960,B16232,3D0,0.7305,HWY   RAMP RD,I  93 SB OFRMP@NS,CLO,DOT,42,21,30,71,3,42,11,2,6750,150.9,10.5,6,True,0,0,0,False,Boston,MAPC
961,B16232,3D8,0.4781,HWY   DEWEY SQ TUNNEL,I  93 NB,DES,DOT,42,21,6.8832,71,3,33.1524,11,3,102200,725.1,14.6,6,True,0,0,0,False,Boston,MAPC
962,B16232,3DA,0.5956,HWY   SURFACE RD,I  93 S ABUT-BT 60,CLO,DOT,42,21,9.576,71,3,29.0196,11,3,88000,165.8,13.8,5,True,0,0,0,False,Boston,MAPC
963,B16281,3DB,0.67269974,I  93 SB BT A3-9,I  93 NB BT A3-9,CLO,DOT,42,22,12.018,71,3,50.1912,11,3,128000,216.1,17.4,6,True,0,0,0,False,Boston,MAPC
964,B16232,3DF,0.4013,OTHER I 93 BT22-9/E BRKL,OTHER REMOVED,REM,DOT,42,20,39.7428,71,3,42.4548,11,6,203730,64.1,27.4,5,True,0,0,0,False,Boston,MAPC
965,B16232,3DG,0.475,HWY   DEWEY SQ TUNNEL,I  93 SB,DES,DOT,42,21,7.4268,71,3,33.7356,11,3,93800,725.1,14.6,6,True,0,0,0,False,Boston,MAPC
966,B16232,3DH,0.5909,HWY   SURFACE RD,I  93 BENT 60-56,CLO,DOT,42,21,24.6672,71,3,5.9832,11,3,88000,83.8,27.6,5,True,0,0,0,False,Boston,MAPC
967,B16281,3DJ,0.6729,I  93 SB BT 9-13,I  93 NB BT 9-13,CLO,DOT,42,22,15.1824,71,3,54.7344,11,3,128000,117,17.4,6,True,0,0,0,False,Boston,MAPC
968,B16232,3DK,0.577100889,OTHER I93/I 90&AMTK/MBTA,OTHER REMOVED,REM,DOT,42,20,47.9148,71,3,39.1752,11,6,203730,202.1,27.4,4,True,0,0,0,False,Boston,MAPC
969,B16232,3DL,0.595699918,HWY   CITY STS,I  93 BENT 48-56,CLO,DOT,42,21,30.474,71,3,8.2944,11,3,88000,188.7,27.6,5,True,0,0,0,False,Boston,MAPC
970,B16281,3DM,0.8081,I  93 SB BT 13-17,I  93 NB BT 13-17,CLO,DOT,42,22,18.4944,71,3,59.4144,11,4,127789,99.7,21,6,True,0,0,0,False,Boston,MAPC
971,B16232,3DP,0.5957,HWY   SURFACE RD,I  93 BENT 41-48,CLO,DOT,42,21,35.8632,71,3,10.8432,11,3,88000,158.2,27.6,5,True,0,0,0,False,Boston,MAPC
972,B16281,3DQ,0.6784,I  93 SB BT 17-24,I  93 NB BT 17-24,CLO,DOT,42,22,22.5444,71,4,7.086,11,3,70000,181.1,21,6,True,0,0,0,False,Boston,MAPC
973,B16232,3DT,0.5873,HWY   CITY STS,I  93 BENT 41-31,CLO,DOT,42,21,39.3408,71,3,14.0328,11,6,176780,223.1,27.6,5,True,0,0,0,False,Boston,MAPC
974,B16232,3DV,0.4619,HWY   CITY STS & PARKING,I  93 BENT 23-31,CLO,DOT,42,21,44.3124,71,3,23.2128,11,6,88000,226.8,27.6,5,True,0,0,0,False,Boston,MAPC
975,B16232,3DX,0.698,HWY   CITY STS,I  93 BENT 23-11,CLO,DOT,42,21,50.6376,71,3,31.4316,11,6,88000,360,27.6,5,True,0,0,0,False,Boston,MAPC
976,B16232,3E0,0.7153,COMB  CAUSEWAY ST & PKNG,I  93 NB BNT 11-2,CLO,DOT,42,21,59.8464,71,3,39.8016,11,3,81200,237.7,15.2,6,True,0,0,0,False,Boston,MAPC
977,B16232,3E2,0.4537,I  93 SB BENT A3-2,I  93 NB BNT A3-2,CLO,DOT,42,22,6.8484,71,3,45.036,11,3,85000,249.9,14,4,True,0,0,0,False,Boston,MAPC
978,B16281,3E4,0,HWY   WATER ST & CANA RP,I  93 SB BT A3-9,CLO,DOT,42,22,11.6256,71,3,50.9328,11,3,70000,216.1,17.4,6,True,0,0,0,False,Boston,MAPC
979,B16281,3E5,0.996,HWY   WATER ST & MCNUTT,I  93 SB BT 9-13,CLO,DOT,42,22,14.7072,71,3,55.422,11,3,70000,117,25.6,6,True,0,0,0,False,Boston,MAPC
980,B16232,3E6,0.7155,COMB  CAUSEWAY ST & PKNG,I  93 SB  BENT 2-1,CLO,DOT,42,21,56.9664,71,3,38.3148,11,3,85000,240.5,14.2,5,True,0,0,0,False,Boston,MAPC
981,B16281,3E7,0.979,COMB  MCNUTT BLVD & MBTA,I  93 SB BT 13-17,CLO,DOT,42,22,17.9256,71,3,59.9472,11,3,128000,99.7,24.7,6,True,0,0,0,False,Boston,MAPC
982,B16232,3E8,0.441,WATER CHARLES RIVER,I  93 SB BENT A3-2,CLO,DOT,42,22,6.8448,71,3,46.0476,11,3,85000,229.2,14,4,True,0,0,0,False,Boston,MAPC
983,B16281,3E9,0.9968,COMB  MCNUTT BLVD & MBTA,I  93 SB BT 17-24,CLO,DOT,42,22,21.9684,71,4,7.6116,11,3,38000,181,22.3,6,True,0,0,0,False,Boston,MAPC
984,W29027,801,0.777777778,WATER SEAVERNS BROOK,I  95 /ST128,BRI,DOT,42,20,31.3368,71,15,46.278,12,8,158150,3.7,0,N,True,0,0,0,False,Weston,MAPC
985,W38027,803,0.777777778,WATER BROOK,I  93,BRI,DOT,42,32,42.2448,71,8,8.1312,11,8,131500,3,0,N,True,0,0,0,False,Wilmington,MAPC
986,W43032,80H,0.777777778,WATER ABERJONA RIVER,I  95 /ST128,BRI,DOT,42,30,8.1287,71,8,7.6379,11,8,161200,5.5,0,N,True,0,0,0,False,Woburn,MAPC
987,W43033,80J,0.777777778,WATER SWEET WATER BROOK,I  93 /ST128,BRI,DOT,42,28,43.1363,71,6,50.1875,11,8,142000,4.6,0,N,True,0,0,0,False,Woburn,MAPC
988,L19010,80T,0.777777778,WATER SAUGUS RIVER,I  95 /ST128,BRI,DOT,42,30,46.1627,71,2,12.9551,11,8,115000,4.6,0,N,True,0,0,0,False,Lynnfield,MAPC
989,L19013,80V,0.777777778,WATER SAUGUS RIVER,I  95 /ST128&SE RP,BRI,DOT,42,30,46.6199,71,2,13.8084,16,2,15000,5.8,0,N,True,0,0,0,False,Lynnfield,MAPC
990,W01022,80W,0.777777778,WATER SAUGUS RIVER TRIB,I  95 /ST128,BRI,DOT,42,31,34.1039,71,4,37.5635,12,8,115000,4.6,0,N,True,0,0,0,False,Wakefield,MAPC
991,W13024,818,0.777777778,WATER ROSEMARY BROOK,I  95 /ST128,BRI,DOT,42,19,12.7847,71,14,45.6684,11,8,160310,3.7,0,N,True,0,0,0,False,Wellesley,MAPC
992,B16232,3CQ,0,COMB  I93 SB OFF & PKING,I  93 NB ON RP,REM,DOT,42,21,48,71,3,36,11,2,37839,64.6,10.5,6,True,0,0,0,False,Boston,MAPC
993,W13020,86U,-1,OTHER W13020=N12054,OTHER 050497000101,DUM,DOT,0,0,0,0,0,0,,0,89900,0,22.9,?,True,0,0,0,False,Wellesley,MAPC
994,B16232,3BW,0,OTHER 1 93 NB RP/RELIEF,OTHER REMOVED,REM,DOT,42,21,48,71,3,36,11,2,10,23.8,11,6,True,0,0,0,False,Boston,MAPC
995,B16232,3CD,-1,OTHER I 93SB OR/ALBNY ST,OTHER REMOVED,REM,DOT,42,20,36,71,3,36,11,2,18920,80.8,9.1,5,True,0,0,0,False,Boston,MAPC
996,B16232,3CX,0.777777778,OTHER US 1 SB/WATER ST,OTHER REMOVED,REM,DOT,42,22,0,71,6,0,12,1,28852,157,7.3,7,True,0,0,0,False,Boston,MAPC
997,B16232,3CY,0.777777778,OTHER US 1 SB/US 1 NB,OTHER REMOVED,REM,DOT,42,22,0,71,6,0,12,2,34401,353.6,8.5,7,True,0,0,0,False,Boston,MAPC
998,M02016,8AF,-1,WATER BROOK,ST128 @ STA 92,BRI,DOT,42,36,12.654,70,44,39.2208,12,4,0,3,0,,True,0,0,0,False,Manchester,MAPC
999,S05010,8C1,-1,WATER PENNEY BROOK,US  1 @ STA 68,BRI,DOT,42,27,33.2136,71,1,26.5691,14,0,0,3.4,0,N,True,0,0,0,False,Saugus,MAPC
1000,S05011,8C2,-1,WATER BROOK,US  1 @ STA 200,BRI,DOT,42,28,48.1907,71,1,17.4251,14,0,0,4.2,0,N,True,0,0,0,False,Saugus,MAPC
1001,D03011,8C7,-1,WATER CRANE BROOK,HWY   SYLVAN ST,CUL,MUN,0,0,0,0,0,0,11,0,0,0,0,?,True,0,0,0,False,Danvers,MAPC
1002,D03036,8C8,-1,WATER CRANE BROOK,HWY   PURCHASE ST,CUL,MUN,0,0,0,0,0,0,17,0,0,0,0,?,True,0,0,0,False,Danvers,MAPC
1003,D03037,8C9,-1,WATER CRANE BROOK,HWY   ASH ST,CUL,MUN,0,0,0,0,0,0,19,0,0,0,0,?,True,0,0,0,False,Danvers,MAPC
1004,E11003,8CA,-1,WATER EBBEN CREEK,ST133 EASTERN AVE,CUL,MUN,0,0,0,0,0,0,16,0,0,1.8,0,?,True,0,0,0,False,Essex,MAPC
1005,G05003,8CB,-1,WATER MILL RIVER,ST127 WASHNGTON ST,CUL,MUN,0,0,0,0,0,0,16,0,0,5.5,0,,True,0,0,0,False,Gloucester,MAPC
1006,G05006,8CC,-1,WATER TIDEWATER,ST133 ESSEX AVE,CUL,MUN,0,0,0,0,0,0,17,0,0,4.3,0,?,True,0,0,0,False,Gloucester,MAPC
1007,G05012,8CD,-1,WATER WALKERS CREEK,HWY   WALKER ST,CUL,MUN,0,0,0,0,0,0,19,0,0,3,0,?,True,0,0,0,False,Gloucester,MAPC
1008,I01013,8CG,-1,WATER LABOR-IN-VAIN CRK,HWY   ARGILLA RD,CUL,MUN,0,0,0,0,0,0,16,0,0,13.7,0,?,True,0,0,0,False,Ipswich,MAPC
1009,M02003,8CH,-1,WATER SAW MILL BROOK,HWY   NORWOOD AVE,CUL,MUN,0,0,0,0,0,0,19,0,0,4.6,0,?,True,0,0,0,False,Manchester,MAPC
1010,M02005,8CJ,-1,WATER HEAD OF HARBOR,HWY   BEACH ST,CUL,MUN,0,0,0,0,0,0,11,0,0,4.3,0,?,True,0,0,0,False,Manchester,MAPC
1011,M02012,8CK,-1,WATER WOLF TRAP BROOK,ST127 SUMMER ST,CUL,MUN,0,0,0,0,0,0,16,0,0,0,0,?,True,0,0,0,False,Manchester,MAPC
1012,P03004,8CR,-1,WATER PROCTOR BROOK,US  1 @ STA 97,CUL,DOT,0,0,0,0,0,0,11,0,0,0.9,0,?,True,0,0,0,False,Peabody,MAPC
1013,P03019,8CT,-1,WATER PROCTOR BROOK,ST128,CUL,DOT,0,0,0,0,0,0,11,0,0,0,0,?,True,0,0,0,False,Peabody,MAPC
1014,P03003,8CU,-1,WATER NORRIS BROOK,HWY   RUSSELL ST,CUL,MUN,0,0,0,0,0,0,16,0,0,3,0,,True,0,0,0,False,Peabody,MAPC
1015,P03005,8CV,-1,WATER NORTH RIVER,HWY   CALLER RD,CUL,MUN,0,0,0,0,0,0,19,0,0,4.9,0,?,True,0,0,0,False,Peabody,MAPC
1016,R09002,8CW,-1,WATER CREEK,ST127 A/THATCHR RD,CUL,MUN,0,0,0,0,0,0,16,0,0,3,0,?,True,0,0,0,False,Rockport,MAPC
1017,R09003,8CX,-1,WATER SAW MILL BROOK,ST127 A/THATCHR RD,CUL,MUN,0,0,0,0,0,0,16,0,0,4.9,0,,True,0,0,0,False,Rockport,MAPC
1018,T06008,8CY,-1,WATER HOWLETT BROOK,US  1 @ STA221,CUL,DOT,0,0,0,0,0,0,14,0,0,2.4,0,?,True,0,0,0,False,Topsfield,MAPC
1019,T06015,8D0,-1,WATER MILE BROOK,HWY   IPSWICH RD,CUL,MUN,0,0,0,0,0,0,16,0,0,0,0,?,True,0,0,0,False,Topsfield,MAPC
1020,L19009,8D2,-1,WATER LYNN CANAL,I  95 /ST128,CUL,DOT,0,0,0,0,0,0,11,0,0,2.1,0,,True,0,0,0,False,Lynnfield,MAPC
1021,L18018,8D4,-1,WATER BROOK,ST  1 A/@ STA 31,CUL,MUN,0,0,0,0,0,0,11,0,0,1.8,0,?,True,0,0,0,False,Lynn,MAPC
1022,L18022,8D5,-1,WATER REVERE BROOK,HWY   BOSTON ST,CUL,MUN,0,0,0,0,0,0,11,0,0,0,0,?,True,0,0,0,False,Lynn,MAPC
1023,S05032,8D6,-1,WATER BENNETTS POND BRK,US  1 @ STA 145,CUL,DOT,0,0,0,0,0,0,14,0,0,4.3,0,,True,0,0,0,False,Saugus,MAPC
1024,S05006,8D7,-1,WATER TIDAL CREEK,HWY   BALLARD ST,CUL,MUN,0,0,0,0,0,0,14,0,0,7.3,0,?,True,0,0,0,False,Saugus,MAPC
1025,S05012,8D8,-1,WATER SAUGUS RIVER TRIB,HWY   BRISTOL ST,CUL,MUN,0,0,0,0,0,0,19,0,0,2.1,0,?,True,0,0,0,False,Saugus,MAPC
1026,S05013,8D9,-1,WATER SILVER BROOK,HWY   HIGHLAND AVE,CUL,MUN,0,0,0,0,0,0,11,0,0,3.7,0,?,True,0,0,0,False,Saugus,MAPC
1027,S05019,8DA,-1,WATER SHUTE BROOK,HWY   HIGHLAND AVE,CUL,MUN,0,0,0,0,0,0,19,0,0,0,0,?,True,0,0,0,False,Saugus,MAPC
1028,S05020,8DB,-1,WATER SHUTE BROOK,HWY   VINE ST,CUL,MUN,0,0,0,0,0,0,17,0,0,3.7,0,?,True,0,0,0,False,Saugus,MAPC
1029,S05021,8DC,-1,WATER FISKE BROOK,HWY   PUTNAM ST,CUL,MUN,0,0,0,0,0,0,11,0,0,0,0,?,True,0,0,0,False,Saugus,MAPC
1030,B21050,8K9,1,WATER TOWN BROOK,I  93 SE ON RAMP,BRI,DOT,42,13,25.9607,71,1,58.3571,12,1,12800,4.6,20.9,N,True,0,0,0,False,Braintree,MAPC
1031,B21052,8KA,1,WATER TOWN BROOK,I  93 @ ST 37,BRI,DOT,42,13,21.1548,71,1,53.8391,12,10,190000,4.6,64.5,N,True,0,0,0,False,Braintree,MAPC
1032,B21053,8KB,1,WATER TOWN BROOK,I  93 NW ON RAMP,BRI,DOT,42,12,22.2263,71,3,36.1511,16,3,46400,4.6,29.9,N,True,0,0,0,False,Braintree,MAPC
1033,B21055,8KC,0.777777778,WATER GREAT CEDAR SWAMP,I  93 /US1,BRI,DOT,42,12,48.9743,71,2,33.3888,11,8,14000,4.3,45.7,N,True,0,0,0,False,Braintree,MAPC
1034,C02032,8KK,1,WATER PECUNIT BROOK,I  95,BRI,DOT,42,11,36.39,71,9,1.5E-11,11,8,115000,2.4,27.4,N,True,0,0,0,False,Canton,MAPC
1035,C02038,8KL,1,WATER PONKAPOAG BROOK,I  95,BRI,DOT,42,12,14.0724,71,8,30.3,11,10,115000,2.4,30.5,N,True,0,0,0,False,Canton,MAPC
1036,R01010,8KY,1,WATER BLUE HILL RIVER,I  93 NB/US1NB,BRI,DOT,42,12,12.0888,71,6,7.2683,11,4,175000,4,0,N,True,0,0,0,False,Randolph,MAPC
1037,W31017,8L1,-1,WATER BROOK,US  1 PROVDNCE HWY,BRI,DOT,42,13,11.136,71,10,50.4984,14,4,0,3,0,N,True,0,0,0,False,Westwood,MAPC
1038,W32031,8L4,1,WATER SWAMP RIVER,US  3 SB,BRI,DOT,42,11,15.1476,70,56,3.5016,12,3,93200,5.5,17.6,N,True,0,0,0,False,Weymouth,MAPC
1039,W32032,8L5,1,WATER SWAMP RIVER,US  3 NB,BRI,DOT,42,11,28.5324,70,56,42.4427,12,2,79900,5.6,23.8,N,True,0,0,0,False,Weymouth,MAPC
1040,M25022,8PQ,-1,WATER MDC SEWER,I  93 /US1/ST3,BRI,DOT,42,16,54.0876,71,2,44.7071,11,6,0,1.8,0,N,True,0,0,0,False,Milton,MAPC
1041,M25030,8PU,1,WATER BLUE HILL RIVER,I  93 /US1,BRI,DOT,42,12,22.2263,71,3,36.306,11,4,181300,4,0,N,True,0,0,0,False,Milton,MAPC
1042,M12040,8PW,-1,WATER TWO PENNY BRK,I  93,BRI,DOT,42,26,17.0699,71,6,12.7332,11,8,0,4.3,0,,True,0,0,0,False,Medford,MAPC
1043,M12042,8PY,-1,WATER WINTER BROOK,I  93,BRI,DOT,42,24,52.8516,71,6,14.2019,11,8,0,4.9,0,,True,0,0,0,False,Medford,MAPC
1044,B16254,8QM,-1,WATER DAVENPORT CREEK,I  93 /US1/ST3,BRI,DOT,42,16,54.1416,71,2,43.7028,11,0,0,3.7,0,N,True,0,0,0,False,Boston,MAPC
1045,B16550,90N,-1,WATER BOSTON HARBOR,I  90 EB TED WLLMS,TNL,DOT,42,20,55.01,71,1,58.35,11,2,98300,1171.4,0,?,True,0,0,0,False,Boston,MAPC
1046,S09004,40R,0.6795,OTHER REPLACED BY ACY,OTHER REMOVED,REM,DOT,42,7,29.712,71,11,4.0812,14,2,22000,46.6,13.8,5,True,0,0,0,False,Sharon,MAPC
1047,M07002,47H,1,OTHER REPLACED BY AMB,OTHER REMOVED,REM,DOT,42,9,39.5496,70,44,34.6308,6,4,15700,83.8,14.7,0,True,0,0,0,False,Marshfield,MAPC
1048,F06024,95K,0.777777778,WATER COCASSET RIVER,I 495 NB,BRI,DOT,42,1,58.2887,71,16,47.5752,11,3,32698,2.8,0,N,True,0,0,0,False,Foxborough,MAPC
1049,N25024,96B,0.777777778,WATER PLANTINGFIELD BRK,US  1 PROVDNCE HWY,BRI,DOT,42,12,17,71,11,11,14,4,49000,3.3,0,N,True,0,0,0,False,Norwood,MAPC
1050,W03034,983,0.777777778,WATER TRAPHOLE BROOK,I  95 NB,BRI,DOT,42,9,6.5339,71,12,32.7347,11,3,50000,3.2,0,N,True,0,0,0,False,Walpole,MAPC
1051,D14013,AAL,0.777777778,WATER SOUTH RIVER,ST  3 SB/PLGRM HWY,BRI,DOT,42,5,2.1588,70,44,30.8687,12,2,24000,4.9,0,N,True,0,0,0,False,Duxbury,MAPC
1052,N24006,AAX,0.777777778,WATER FRONTAGE BROOK,ST  3 NB,BRI,DOT,42,9,43.9307,70,52,57.2771,12,2,33500,4.9,0,N,True,0,0,0,False,Norwell,MAPC
1053,D14013,9HJ,0.777777778,WATER SOUTH RIVER,ST  3 NB/PLGRM HWY,BRI,DOT,42,5,2.8103,70,44,29.3352,12,2,24000,4.9,0,N,True,0,0,0,False,Duxbury,MAPC
1054,D14004,9HM,-1,WATER ISLAND CREEK,HWY   BAY RD,BRI,MUN,42,0,32.6375,70,42,45.5183,17,2,5500,5.8,10.3,6,True,0,0,0,False,Duxbury,MAPC
1055,N24008,9KA,0.777777778,WATER WILDCAT BROOK,ST  3 SB,BRI,DOT,42,8,24.0684,70,49,28.9775,12,2,50000,3.3,0,N,True,0,0,0,False,Norwell,MAPC
1056,N24009,9KB,0.777777778,WATER WILDCAT BROOK,ST  3 NB,BRI,DOT,42,8,25.6704,70,49,28.5923,12,2,50000,3.3,0,N,True,0,0,0,False,Norwell,MAPC
1057,W43027,4FV,0.833333333,I  95 /ST128,OTHER WATR MN@WASH,UTL,WRA,42,30,24,71,6,60,9,0,178901,65.5,3.1,N,True,0,0,0,False,Woburn,MAPC
1058,B16371,4TJ,-1,OTHER  I 93,OTHER REMOVED,REM,DOT,42,20,58.4952,71,3,37.2384,11,1,111,38.4,10.1,5,True,0,0,0,False,Boston,MAPC
1059,B16374,4TL,-1,OTHER I 90 WB RAMP ON,OTHER REMOVED,REM,DOT,42,2,12,72,25,18,11,2,17276,64,8.4,4,True,0,0,0,False,Boston,MAPC
1060,B16372,4TM,-1,OTHER I 90 EB RAMPS ABP,OTHER REMOVED,REM,DOT,42,2,12,72,25,18,11,2,15680,50.9,9.8,5,True,0,0,0,False,Boston,MAPC
1061,B16372,4TN,-1,OTHER I 90 EB RAMPS ABP,OTHER REMOVED,REM,DOT,42,20,53.2176,71,3,35.1288,11,2,111,52.7,12.5,6,True,0,0,0,False,Boston,MAPC
1062,W11010,9YR,0.777777778,WATER LAKE COCHITUATE,I  90,BRI,DOT,42,18,39.8267,71,22,13.8179,11,6,0,4.6,0,N,True,0,0,0,False,Wayland,MAPC
1063,W29059,9YV,0.844,WATER SEAVERNS BROOK,I  90 RP D&G INT14,BRI,DOT,42,20,31.3368,71,15,46.278,11,1,0,3.2,0,N,True,0,0,0,False,Weston,MAPC
1064,W29061,9YX,-1,OTHER MDC AQUEDUCT,I  90 RAMP A,DES,DOT,0,0,0,0,0,0,11,0,0,8.84,9.1,N,True,0,0,0,False,Weston,MAPC
1065,B16550,A7N,-1,WATER BOSTON HARBOR,I  90 WB TED WLLMS,TNL,DOT,42,20,57.4,71,1,55.84,11,2,36900,1165.4,10.4,0,True,0,0,0,False,Boston,MAPC
1066,F06024,AXE,0.777777778,WATER COCASSET RIVER,I 495 SB,BRI,DOT,42,1,54.462,71,16,48.0612,11,3,32698,2.8,0,N,True,0,0,0,False,Foxborough,MAPC
1067,B16383,A4E,-1,OTHER PRUDENTIAL CENTER,"I  90 EB & WB, RR",BLD,PRI,42,20,51.08,71,4,51.08,11,0,121962,0,0,N,True,0,0,0,False,Boston,MAPC
1068,W03034,AV8,0.777777778,WATER TRAPHOLE BROOK,I  95 SB,BRI,DOT,42,9,6.9515,71,12,32.6771,11,3,50000,3.2,0,N,True,0,0,0,False,Walpole,MAPC
1069,Q01001,B1A,0.9999,WATER FORE RIVER,ST  3 A/ TEMP XING,TMP,DOT,42,14,39.5,70,58,4.28,14,4,33320,553.5,8.3,7,True,0,0,0,False,Quincy,MAPC
