OBJECTID,allbridgesAug07_BDEPT,allbridgesAug07_BIN,allbridgesAug07_Health_Index,allbridgesAug07_Item_6A,allbridgesAug07_Item_7,allbridgesAug07_Item_8_Bridge_Cat,allbridgesAug07_Item_8_Owner,allbridgesAug07_Item_16A,allbridgesAug07_Item_16B,allbridgesAug07_Item_16C,allbridgesAug07_Item_17A,allbridgesAug07_Item_17B,allbridgesAug07_Item_17C,allbridgesAug07_Item_26,allbridgesAug07_Item_28A,allbridgesAug07_Item_29,allbridgesAug07_Item_49,allbridgesAug07_Item_52,allbridgesAug07_Item_58,allbridgesAug07_Item_104,allbridgesAug07_Posting_2_Axle,allbridgesAug07_Posting_3_Axle,allbridgesAug07_Posting_5_Axle,allbridgesAug07_Struct_Def,allbridgesAug07_Town_Name
8210,B16392,82F,0.777777778,RR    MBTA,US  1 RAMP TC,NBI,MHS,42,22,17.24,71,4,10.65,11,2,174630,118,13.4,8,TRUE,0,0,0,FALSE,Boston
8347,W13020,86U,-1,OTHER W13020=N12054,OTHER 050497000101,DUM,MHD,0,0,0,0,0,0,,0,89900,0,22.9,?,TRUE,0,0,0,FALSE,Wellesley
8462,M02016,8AF,-1,WATER BROOK,ST128 @ STA 92,BRI,MHD,0,0,0,0,0,0,12,4,0,3,0,,TRUE,0,0,0,FALSE,Manchester
8512,S05010,8C1,-1,WATER PENNEY BROOK,US  1 @ STA 68,BRI,MHD,42,26,30,71,15,30,14,0,0,3.4,0,N,TRUE,0,0,0,FALSE,Saugus
8513,S05011,8C2,-1,WATER BROOK,US  1 @ STA 200,BRI,MHD,42,28,48.88,71,1,17.72,14,0,0,4.2,0,N,TRUE,0,0,0,FALSE,Saugus
8518,D03011,8C7,-1,WATER CRANE BROOK,HWY   SYLVAN ST,CUL,MUN,0,0,0,0,0,0,11,0,0,0,0,?,TRUE,0,0,0,FALSE,Danvers
8519,D03036,8C8,-1,WATER CRANE BROOK,HWY   PURCHASE ST,CUL,MUN,0,0,0,0,0,0,17,0,0,0,0,?,TRUE,0,0,0,FALSE,Danvers
8520,D03037,8C9,-1,WATER CRANE BROOK,HWY   ASH ST,CUL,MUN,0,0,0,0,0,0,19,0,0,0,0,?,TRUE,0,0,0,FALSE,Danvers
8521,E11003,8CA,-1,WATER EBBEN CREEK,ST133 EASTERN AVE,CUL,MUN,0,0,0,0,0,0,16,0,0,1.8,0,?,TRUE,0,0,0,FALSE,Essex
8522,G05003,8CB,-1,WATER MILL RIVER,ST127 WASHNGTON ST,CUL,MUN,0,0,0,0,0,0,16,0,0,5.5,0,,TRUE,0,0,0,FALSE,Gloucester
8523,G05006,8CC,-1,WATER TIDEWATER,ST133 ESSEX AVE,CUL,MUN,0,0,0,0,0,0,17,0,0,4.3,0,?,TRUE,0,0,0,FALSE,Gloucester
8524,G05012,8CD,-1,WATER WALKERS CREEK,HWY   WALKER ST,CUL,MUN,0,0,0,0,0,0,19,0,0,3,0,?,TRUE,0,0,0,FALSE,Gloucester
8527,I01013,8CG,-1,WATER LABOR-IN-VAIN CRK,HWY   ARGILLA RD,CUL,MUN,0,0,0,0,0,0,16,0,0,13.7,0,?,TRUE,0,0,0,FALSE,Ipswich
8528,M02003,8CH,-1,WATER SAW MILL BROOK,HWY   NORWOOD AVE,CUL,MUN,0,0,0,0,0,0,19,0,0,4.6,0,?,TRUE,0,0,0,FALSE,Manchester
8529,M02005,8CJ,-1,WATER HEAD OF HARBOR,HWY   BEACH ST,CUL,MUN,0,0,0,0,0,0,11,0,0,4.3,0,?,TRUE,0,0,0,FALSE,Manchester
8530,M02012,8CK,-1,WATER WOLF TRAP BROOK,ST127 SUMMER ST,CUL,MUN,0,0,0,0,0,0,16,0,0,0,0,?,TRUE,0,0,0,FALSE,Manchester
8536,P03004,8CR,-1,WATER PROCTOR BROOK,US  1 @ STA 97,CUL,MHD,0,0,0,0,0,0,11,0,0,0.9,0,?,TRUE,0,0,0,FALSE,Peabody
8537,P03019,8CT,-1,WATER PROCTOR BROOK,ST128,CUL,MHD,0,0,0,0,0,0,11,0,0,0,0,?,TRUE,0,0,0,FALSE,Peabody
8538,P03003,8CU,-1,WATER NORRIS BROOK,HWY   RUSSELL ST,CUL,MUN,0,0,0,0,0,0,16,0,0,3,0,,TRUE,0,0,0,FALSE,Peabody
8539,P03005,8CV,-1,WATER NORTH RIVER,HWY   CALLER RD,CUL,MUN,0,0,0,0,0,0,19,0,0,4.9,0,?,TRUE,0,0,0,FALSE,Peabody
8540,R09002,8CW,-1,WATER CREEK,ST127 A/THATCHR RD,CUL,MUN,0,0,0,0,0,0,16,0,0,3,0,?,TRUE,0,0,0,FALSE,Rockport
8541,R09003,8CX,-1,WATER SAW MILL BROOK,ST127 A/THATCHR RD,CUL,MUN,0,0,0,0,0,0,16,0,0,4.9,0,,TRUE,0,0,0,FALSE,Rockport
8542,T06008,8CY,-1,WATER HOWLETT BROOK,US  1 @ STA221,CUL,MHD,0,0,0,0,0,0,14,0,0,2.4,0,?,TRUE,0,0,0,FALSE,Topsfield
8543,T06015,8D0,-1,WATER MILE BROOK,HWY   IPSWICH RD,CUL,MUN,0,0,0,0,0,0,16,0,0,0,0,?,TRUE,0,0,0,FALSE,Topsfield
8545,L19009,8D2,-1,WATER LYNN CANAL,I  95 /ST128,CUL,MHD,0,0,0,0,0,0,11,0,0,2.1,0,,TRUE,0,0,0,FALSE,Lynnfield
8547,L18018,8D4,-1,WATER BROOK,ST  1 A/@ STA 31,CUL,MUN,0,0,0,0,0,0,11,0,0,1.8,0,?,TRUE,0,0,0,FALSE,Lynn
8548,L18022,8D5,-1,WATER REVERE BROOK,HWY   BOSTON ST,CUL,MUN,0,0,0,0,0,0,11,0,0,0,0,?,TRUE,0,0,0,FALSE,Lynn
8549,S05032,8D6,-1,WATER BENNETTS POND BRK,US  1 @ STA 145,CUL,MHD,0,0,0,0,0,0,14,0,0,4.3,0,,TRUE,0,0,0,FALSE,Saugus
8550,S05006,8D7,-1,WATER TIDAL CREEK,HWY   BALLARD ST,CUL,MUN,0,0,0,0,0,0,14,0,0,7.3,0,?,TRUE,0,0,0,FALSE,Saugus
8551,S05012,8D8,-1,WATER SAUGUS RIVER TRIB,HWY   BRISTOL ST,CUL,MUN,0,0,0,0,0,0,19,0,0,2.1,0,?,TRUE,0,0,0,FALSE,Saugus
8552,S05013,8D9,-1,WATER SILVER BROOK,HWY   HIGHLAND AVE,CUL,MUN,0,0,0,0,0,0,11,0,0,3.7,0,?,TRUE,0,0,0,FALSE,Saugus
8553,S05019,8DA,-1,WATER SHUTE BROOK,HWY   HIGHLAND AVE,CUL,MUN,0,0,0,0,0,0,19,0,0,0,0,?,TRUE,0,0,0,FALSE,Saugus
8554,S05020,8DB,-1,WATER SHUTE BROOK,HWY   VINE ST,CUL,MUN,0,0,0,0,0,0,17,0,0,3.7,0,?,TRUE,0,0,0,FALSE,Saugus
8555,S05021,8DC,-1,WATER FISKE BROOK,HWY   PUTNAM ST,CUL,MUN,0,0,0,0,0,0,11,0,0,0,0,?,TRUE,0,0,0,FALSE,Saugus
8557,B16603,8DE,-1,TR    ORANGE LINE,I  93 RAMP SACN,NBI,MHS,42,22,13.86,71,3,53.4,11,2,0,167.2,11,6,TRUE,0,0,0,FALSE,Boston
8558,B16603,8DF,-1,COMB  US1 RMP LT LC&ORNG,I  93 RAMP SACN,NBI,MHS,42,22,13.86,71,3,53.4,11,2,0,313.7,11,6,TRUE,0,0,0,FALSE,Boston
8559,B16392,8DG,0.740740741,I  93 RMPS SN NS ST,US  1 RAMP TC,NBI,MHS,42,22,19.55,71,4,7.58,11,2,174630,146.5,14.3,7,TRUE,0,0,0,FALSE,Boston
8743,B21050,8K9,1,WATER TOWN BROOK,I  93 SE ON RAMP,BRI,MHD,42,13,0,71,1,48,12,1,12800,4.6,20.9,N,TRUE,0,0,0,FALSE,Braintree
8744,B21052,8KA,1,WATER TOWN BROOK,I  93 @ ST 37,BRI,MHD,42,13,0,71,1,54,12,10,190000,4.6,64.5,N,TRUE,0,0,0,FALSE,Braintree
8745,B21053,8KB,1,WATER TOWN BROOK,I  93 NW ON RAMP,BRI,MHD,42,11,18,71,1,54,16,3,46400,4.6,29.9,N,TRUE,0,0,0,FALSE,Braintree
8746,B21055,8KC,0.777777778,WATER GREAT CEDAR SWAMP,I  93 /US1,BRI,MHD,42,13,0,71,2,36,11,8,14000,4.3,45.7,N,TRUE,0,0,0,FALSE,Braintree
8753,C02032,8KK,1,WATER PECUNIT BROOK,I  95,BRI,MHD,42,11,42,71,9,6,11,8,105700,2.4,27.4,N,TRUE,0,0,0,FALSE,Canton
8754,C02038,8KL,0.888888889,WATER PONKAPOAG BROOK,I  95,BRI,MHD,42,12,18,71,8,30,11,10,70000,2.4,30.5,N,TRUE,0,0,0,FALSE,Canton
8764,R01010,8KY,1,WATER BLUE HILL RIVER,I  93 NB/US1NB,BRI,MHD,0,0,0,0,0,0,11,4,175000,4,0,N,TRUE,0,0,0,FALSE,Randolph
8766,W31017,8L1,-1,WATER BROOK,US  1 PROVDNCE HWY,BRI,MHD,0,0,0,0,0,0,14,4,0,3,0,N,TRUE,0,0,0,FALSE,Westwood
8769,W32031,8L4,1,WATER SWAMP RIVER,US  3 SB,BRI,MHD,0,0,0,0,0,0,12,3,93200,5.5,17.6,N,TRUE,0,0,0,FALSE,Weymouth
8770,W32032,8L5,1,WATER SWAMP RIVER,US  3 NB,BRI,MHD,0,0,0,0,0,0,12,2,79900,5.6,23.8,N,TRUE,0,0,0,FALSE,Weymouth
8882,M25022,8PQ,-1,WATER MDC SEWER,I  93 /US1/ST3,BRI,MHD,0,0,0,0,0,0,11,6,0,1.8,0,N,TRUE,0,0,0,FALSE,Milton
8885,M25030,8PU,1,WATER BLUE HILL RIVER,I  93 /US1,BRI,MHD,0,0,0,0,0,0,11,4,175000,4,0,N,TRUE,0,0,0,FALSE,Milton
8887,M12040,8PW,-1,WATER TWO PENNY BRK,I  93,BRI,MHD,0,0,0,0,0,0,11,8,0,4.3,0,,TRUE,0,0,0,FALSE,Medford
8889,M12042,8PY,-1,WATER WINTER BROOK,I  93,BRI,MHD,0,0,0,0,0,0,11,8,0,4.9,0,,TRUE,0,0,0,FALSE,Medford
8906,B16392,8QG,0.851851852,OTHER RELIEF,US  1 RAMP TC,NBI,MHS,42,22,14.28,71,4,8.7,11,2,174630,103.6,13.4,8,TRUE,0,0,0,FALSE,Boston
8911,B16254,8QM,-1,WATER DAVENPORT CREEK,I  93 /US1/ST3,BRI,MHD,0,0,0,0,0,0,11,0,0,3.7,0,N,TRUE,0,0,0,FALSE,Boston
8920,B16661,8QX,0.777777778,COMB  I90 RPS&HOV&AMTK,I  93 NB,NBI,MHS,4,20,43.64,71,3,35.98,11,3,86280,200.2,16.5,7,TRUE,0,0,0,FALSE,Boston
8921,B16661,8QY,0.777777778,HWY   BROADWAY,I  93 NB,NBI,MHS,42,20,37.83,71,3,40.29,11,3,58980,203.2,15.2,7,TRUE,0,0,0,FALSE,Boston
8922,B16661,8R0,0.777777778,HWY   W FOURTH ST,I  93 NB,NBI,MHS,0,0,0,0,0,0,11,0,0,188,16.5,7,TRUE,0,0,0,FALSE,Boston
8930,B16281,8R8,0.9332,HWY   CONNECTORS D & K,I  93 BT SB4-N ABT,NBI,MHD,42,22,51.39,71,4,36.71,11,4,140000,111.5,21.3,7,TRUE,0,0,0,FALSE,Boston
8938,N03021,8RG,-1,WATER LAKE COCHITUATE,ST  9 WORCESTER ST,NBI,MHD,42,17,55.53,71,22,19.1,14,4,63000,16.3,27.5,?,TRUE,0,0,0,FALSE,Natick
9051,B16702,8W4,0.777777778,OTHER RELIEF,I  93 NB,DES,MHS,42,20,50.64,71,3,30.14,11,3,86280,32.5,18.2,7,TRUE,0,0,0,FALSE,Boston
9052,B16702,8W5,0.777777778,OTHER RELIEF,I  93 NB,DES,MHS,42,20,49.16,71,3,31.42,11,3,86280,48.8,19.3,7,TRUE,0,0,0,FALSE,Boston
9102,B16392,8XU,0.851851852,OTHER RELIEF,US  1 RAMP TC,NBI,MHS,42,22,11.62,71,4,2.26,11,2,174630,171.3,13.4,8,TRUE,0,0,0,FALSE,Boston
9104,B16392,8XW,0.740740741,COMB  I93 RMP NS & MBTA,US  1 RAMP TC,NBI,MHS,42,22,11.88,71,3,56.4,11,3,174630,135,13.7,6,TRUE,0,0,0,FALSE,Boston
9105,B16229,8XX,0.9632,OTHER PEAT BOG,HWY   JAMAICAWAY,NBI,MDC,42,19,0,71,6,48,14,4,50000,92.7,23.2,7,TRUE,0,0,0,FALSE,Boston
9106,B16611,8XY,0.814814815,OTHER RELIEF,US  1 RAMP ST,NBI,MHS,42,22,18.66,71,4,11.94,11,1,0,177.4,7.6,8,TRUE,0,0,0,FALSE,Boston
9108,B16611,8Y3,0.851851852,COMB  RMP NS CT TL&MBTA,US  1 RAMP ST,NBI,MHS,42,22,19.68,71,4,9.24,11,1,0,212.4,8.8,8,TRUE,0,0,0,FALSE,Boston
9109,B16573,8Y4,0.925925926,OTHER RELIEF,US  1 RAMP CT,NBI,MHS,42,22,26.16,71,4,18.18,11,2,0,105.2,17.5,8,TRUE,0,0,0,FALSE,Boston
9110,B16610,8Y6,0.814814815,COMB  I93 RPS NS SN&MBTA,US  1 RAMP CT,NBI,MHS,42,22,11.33,71,4,2.32,11,2,174630,250.9,12.2,8,TRUE,0,0,0,FALSE,Boston
9113,B16610,8YC,0.851851852,OTHER RELIEF,US  1 RAMP CT,NBI,MHS,42,22,13.2,71,4,7.7,11,2,174630,137.2,12.2,8,TRUE,0,0,0,FALSE,Boston
9114,B16610,8YD,0.814814815,OTHER RELIEF,US  1 RAMP CT,DES,MHS,42,22,17.44,71,4,11.26,11,2,174630,158.8,11.6,8,TRUE,0,0,0,FALSE,Boston
9116,B16610,8YF,0.777777778,COMB  I93 SB &RMPS& MBTA,US  1 RAMP CT,NBI,MHS,42,22,19.95,71,4,4.56,11,2,174630,209.8,12.19,8,TRUE,0,0,0,FALSE,Boston
9118,C01049,8YH,0.814814815,US  1 RAMP LC,I  93 RAMP TS,NBI,MHS,42,22,17.5,71,4,2.4,11,1,0,237.2,7.9,8,TRUE,0,0,0,FALSE,Cambridge
9119,B16575,8YJ,0.814814815,OTHER RELIEF,I  93 RAMP SN,NBI,MHS,42,22,21.87,71,4,8.67,11,1,0,38.1,7.9,7,TRUE,0,0,0,FALSE,Boston
9120,B16607,8YK,0.888888889,US  1 RAMP CT,I  93 RAMP SN,NBI,MHS,42,22,19.98,71,4,5.07,11,1,174630,112.2,7.9,8,TRUE,0,0,0,FALSE,Boston
9121,B16607,8YL,0.888888889,US  1 RAMP TC,I  93 RAMP SN,NBI,MHS,42,22,17.67,71,4,2.06,11,2,174630,90.8,10.8,8,TRUE,0,0,0,FALSE,Boston
9124,B16607,8YP,0.814814815,US  1 RAMP TC & LC,I  93 RAMP SN,NBI,MHS,42,22,11.6422,71,3,55.49,11,2,174630,238.9,11,8,TRUE,0,0,0,FALSE,Boston
9125,B16574,8YQ,0.888888889,OTHER RELIEF,I  93 RAMP NS,NBI,MHS,42,22,19.77,71,4,6.54,11,1,0,12.5,8.2,8,TRUE,0,0,0,FALSE,Boston
9126,B16606,8YR,0.851851852,US  1 RAMP TC,I  93 RAMP NS,NBI,MHS,42,22,17.02,71,4,2.85,11,1,174630,112.2,7.9,8,TRUE,0,0,0,FALSE,Boston
9128,B16606,8YU,0.814814815,US  1 RAMP TC & LC,I  93 RAMP NS,NBI,MHS,42,22,11.33,71,3,55.98,11,1,174630,235.9,7.9,8,TRUE,0,0,0,FALSE,Boston
9129,B16601,8YV,-1,COMB  AUSTIN ST &ORNG LN,I  93 SB,NBI,MHS,42,22,23.42,71,4,10.05,11,3,174630,162.5,20.1,7,TRUE,0,0,0,FALSE,Boston
9130,B16601,8YW,0.740740741,OTHER RELIEF,I  93 SB,NBI,MHS,42,22,18.04,71,4,1.62,11,3,174630,254.2,20.1,7,TRUE,0,0,0,FALSE,Boston
9131,B16601,8YX,0.777777778,COMB  RAMP LT& MILLERS R,I  93 SB,NBI,MHS,42,22,13.12,71,3,54.79,11,5,174630,217.8,20.4,7,TRUE,0,0,0,FALSE,Boston
9132,B16600,8YY,0.814814815,COMB  AUSTIN ST &ORNG LN,I  93 NB,NBI,MHS,42,22,23.54,71,4,9.94,11,3,174630,162.3,21.8,8,TRUE,0,0,0,FALSE,Boston
9133,B16600,900,-1,I  93 SB,I  93 NB,NBI,MHS,42,22,20.32,71,4,4.09,11,3,174630,166.7,16.5,7,TRUE,0,0,0,FALSE,Boston
9134,B16600,901,0.777777778,I  93 SB & RAMP LT,I  93 NB,NBI,MHS,42,22,13.59,71,3,54.09,11,4,174630,309.4,18.3,7,TRUE,0,0,0,FALSE,Boston
9155,B16550,90N,-1,WATER BOSTON HARBOR,I  90 EB TED WLLMS,TNL,MTA,42,20,55.01,71,1,58.35,11,2,98300,1171.4,0,?,TRUE,0,0,0,FALSE,Boston
9166,B16584,911,0.777777778,COMB  I90 RPS& HAUL &CSX,HWY   SUMMER ST,NBI,MHS,42,20,58.56,71,2,57.5,14,4,15480,218.2,30.5,7,TRUE,0,0,0,FALSE,Boston
9168,B16663,913,0.814814815,HWY   RAMP FL,HWY   RAMP L,DES,MHS,0,0,0,0,0,0,11,1,231860,98.5,7.9,7,TRUE,0,0,0,FALSE,Boston
9169,B16662,914,0.777777778,OTHER RELIEF,HWY   RAMP K,NBI,MHS,42,20,26.49,71,3,44.99,11,2,231860,236.9,9.8,7,TRUE,0,0,0,FALSE,Boston
9170,B16662,915,0.777777778,OTHER RELIEF,HWY   RAMP K/L,DES,MHS,0,0,0,0,0,0,11,2,231860,123.3,11.3,7,TRUE,0,0,0,FALSE,Boston
9171,B16662,916,0.777777778,OTHER RELIEF,HWY   RAMP K,DES,MHS,0,0,0,0,0,0,11,2,231860,226.9,9.8,7,TRUE,0,0,0,FALSE,Boston
9172,B16661,917,0.777777778,HWY   ALBANY ST,I  93 NB,NBI,MHS,42,20,25.43,71,3,46.02,11,4,111980,314.8,16.9,7,TRUE,0,0,0,FALSE,Boston
9173,B16660,918,0.814814815,OTHER RELIEF,HWY   MASS AVE,DES,MHS,0,0,0,0,0,0,19,4,0,14.3,0,7,TRUE,0,0,0,FALSE,Boston
9174,B16660,919,0.777777778,I  93,HWY   MASS AVE,DES,MHS,0,0,0,0,0,0,11,4,231860,88.9,24,7,TRUE,0,0,0,FALSE,Boston
9175,B16659,91A,-1,HWY   ALBANY ST,HWY   RAMP X/XX,NBI,MHS,42,20,25.33,71,3,47.78,11,2,231860,314.8,15.2,7,TRUE,0,0,0,FALSE,Boston
9176,B16657,91B,0.777777778,HWY   RAMP K,HWY   FRNT RD NB,NBI,MHS,42,20,6.91,71,3,53.88,11,3,231860,99.3,15.5,7,TRUE,0,0,0,FALSE,Boston
9177,B16656,91C,0.777777778,HWY   ALBANY ST,I  93 SB,NBI,MHS,42,20,46.83,71,3,48.45,11,6,119880,314.9,25,7,TRUE,0,0,0,FALSE,Boston
9179,B16654,91E,0.814814815,OTHER RELIEF,I  93 SB,NBI,MHS,0,0,0,0,0,0,11,7,119880,55.3,25.3,7,TRUE,0,0,0,FALSE,Boston
9180,B16651,91F,0.814814815,OTHER RELIEF,I  93 NB,NBI,MHS,0,0,0,0,0,0,11,6,111980,57.5,20.8,7,TRUE,0,0,0,FALSE,Boston
9181,B16649,91G,0.814814815,OTHER RELIEF,HWY   MASS AV CONN,NBI,MHS,0,0,0,0,0,0,1,4,0,63.7,19.4,7,TRUE,0,0,0,FALSE,Boston
9202,B16409,927,0.740740741,US  1 NB,US  1 SB,NBI,MPA,42,23,1,71,2,9,12,3,38562,216.4,13.2,6,TRUE,0,0,0,FALSE,Boston
9205,B16643,92A,0.777777778,I  93,HWY   S BOS BPS RD,NBI,MHS,42,20,1.81,71,3,51.15,11,0,231860,58.2,21.9,7,TRUE,0,0,0,FALSE,Boston
9306,F06024,95K,0.777777778,WATER COCASSET RIVER,I 495 NB,BRI,MHD,0,0,0,0,0,0,11,3,32698,2.8,0,N,TRUE,0,0,0,FALSE,Foxborough
9330,N25024,96B,0.777777778,WATER PLANTINGFIELD BRK,US  1 PROVDNCE HWY,BRI,MHD,42,12,17,71,11,11,14,4,49000,3.3,0,N,TRUE,0,0,0,FALSE,Norwood
9386,W03034,983,0.777777778,WATER TRAPHOLE BROOK,I  95 NB,BRI,MHD,0,0,0,0,0,0,11,3,50000,3.2,0,N,TRUE,0,0,0,FALSE,Walpole
9470,B16691,9AP,0.851851852,OTHER RELIEF,I  93 RAMP X ACCS,DES,MHS,42,20,56.25,71,3,33.7,11,4,0,39.3,23.1,7,TRUE,0,0,0,FALSE,Boston
9473,B16689,9AT,0.851851852,COMB  I90 & AMTRAK,HWY   ALBANY ST,DES,MHS,42,20,45.65,71,3,40.4,14,3,0,96.018,15.951,7,TRUE,0,0,0,FALSE,Boston
9557,B16604,9DF,0.814814815,RR    MBTA,I  93 RAMP NS,NBI,MHS,42,22,48.3,71,4,38.58,11,2,0,274.5,12.2,7,TRUE,0,0,0,FALSE,Boston
9562,B16602,9DL,0.851851852,OTHER RELIEF,I  93 RAMP CL,NBI,MHS,42,22,49.38,71,4,37.29,11,2,0,213.5,12.2,7,TRUE,0,0,0,FALSE,Boston
9576,B16602,9.00E+02,0.814814815,OTHER RELIEF,I  93 RAMP CL,DES,MHS,42,22,46.2,71,4,33.7,11,2,0,182.3,12.2,7,TRUE,0,0,0,FALSE,Boston
9581,B16602,9.00E+07,0.888888889,OTHER RELIEF,I  93 RAMP CL,DES,MHS,42,22,42.6,71,41,34,11,2,0,31,12.2,8,TRUE,0,0,0,FALSE,Boston
9582,B16605,9.00E+08,0.888888889,TR    ORANGE LINE,I  93 RAMP SN,NBI,MHS,42,22,55.68,71,4,37.86,11,1,0,24.9,7.9,8,TRUE,0,0,0,FALSE,Boston
9593,B16576,9EK,0.888888889,OTHER RELIEF,I  93 RAMPS NS SN,NBI,MHS,42,22,25.44,71,4,18.51,11,2,0,30.1,15.2,8,TRUE,0,0,0,FALSE,Boston
9594,B16576,9EL,0.851851852,OTHER RELIEF,I  93 RAMPS NS SN,NBI,MHS,42,22,24.39,71,4,13.74,11,2,0,64.4,15.7,7,TRUE,0,0,0,FALSE,Boston
9687,D14013,9HJ,0.777777778,WATER SOUTH RIVER,ST  3 NB/PLGRM HWY,BRI,MHD,42,5,8.53E-12,70,44,18,12,2,24000,4.9,0,N,TRUE,0,0,0,FALSE,Duxbury
9690,D14004,9HM,-1,WATER ISLAND CREEK,HWY   BAY RD,BRI,MUN,0,0,0,0,0,0,17,2,5500,5.8,10.3,6,TRUE,0,0,0,FALSE,Duxbury
9743,N24008,9KA,0.777777778,WATER WILDCAT BROOK,ST  3 SB,BRI,MHD,42,8,24,70,48,30,12,2,50000,3.3,0,N,TRUE,0,0,0,FALSE,Norwell
9744,N24009,9KB,0.777777778,WATER WILDCAT BROOK,ST  3 NB,BRI,MHD,42,7,24,70,48,24,12,2,50000,3.3,0,N,TRUE,0,0,0,FALSE,Norwell
9832,B16656,9N3,0.777777778,OTHER RELIEF,I  93 SB,NBI,MHS,42,20,35.42,71,3,43.569,11,4,91800,159.9,22.8,7,TRUE,0,0,0,FALSE,Boston
9870,B16606,9P9,0.814814815,HWY   CHARLES RIVER,I  93 STRRW DR CON,NBI,MHS,42,22,6.96,71,3,52.14,11,4,0,253,28.2,7,TRUE,0,0,0,FALSE,Boston
9876,B16603,9PF,-1,I  93 RAMPS,I  93 RAMP SA-CN,NBI,MHS,42,22,12.54,71,3,47.58,11,2,0,128.7,10.9,6,TRUE,0,0,0,FALSE,Boston
9877,B16603,9PG,0.814814815,HWY   ACCESS RD,I  93 RAMP SA-CN,DES,MHS,0,0,0,0,0,0,11,2,0,74.7,0,7,TRUE,0,0,0,FALSE,Boston
9882,B16600,9PM,0.777777778,WATER CHARLES RIVER,I  93,NBI,MHS,42,22,0.98,71,3,4.38,11,10,206260,4442,55.9,7,TRUE,0,0,0,FALSE,Boston
9899,B16656,9Q6,0,COMB  I90 & AMTRAK,I  93 SB,NBI,MHS,42,20,43.738,71,3,39.952,11,5,91800,193.2,17.5,7,TRUE,0,0,0,FALSE,Boston
9900,B16656,9Q7,0,HWY   BROADWAY,I  93 SB,NBI,MHS,42,20,40.31,71,3,41.332,11,4,91800,110.1,23.5,7,TRUE,0,0,0,FALSE,Boston
9916,B16667,9QP,-1,RR    AMTRAK/MBTA,I  93 RAMP XE,DES,MHS,42,20,44.57,71,3,36.93,11,2,1603,4.33,8.8,7,TRUE,0,0,0,FALSE,Boston
9948,B16509,9RP,0.740740741,OTHER RELIEF,I  93 SB,NBI,MHS,42,20,49.8,71,3,37.9,11,4,11988,61.8,19.3,7,TRUE,0,0,0,FALSE,Boston
9974,B16604,9TH,0.814814815,RR    MBTA,I  93 RAMP NS,NBI,MHS,42,22,55.5,71,4,37.74,11,2,0,27.6,12.2,7,TRUE,0,0,0,FALSE,Boston
9982,B16605,9TT,0,COMB  MBTA & ORANGE LINE,I  93 RAMP SN,NBI,MHS,42,22,49.44,71,4,38.86,11,1,0,263,7.9,8,TRUE,0,0,0,FALSE,Boston
9986,B16605,9TX,0.851851852,RR    MBTA,I  93 RAMPS SN NS,NBI,MHS,42,22,44.34,71,4,35.76,11,3,0,132.3,17.3,8,TRUE,0,0,0,FALSE,Boston
9987,B16605,9TY,0.851851852,RR    BMRR BSG SPUR,I  93 RAMPS SN NS,NBI,MHS,42,22,38.82,71,4,30.18,11,2,174630,127.7,15.2,8,TRUE,0,0,0,FALSE,Boston
9988,B16605,9U0,0.851851852,RR    BMRR BSG SPUR,I  93 RAMPS SN NS,DES,MHS,42,22,31.68,71,4,24.62,11,2,174630,260,15.2,8,TRUE,0,0,0,FALSE,Boston
9997,B16605,9UA,0.814814815,RR    BMRR BSG SPUR,I  93 RAMPS SN NS,DES,MHS,42,22,25.77,71,4,16.59,11,2,174630,260,15.2,7,TRUE,0,0,0,FALSE,Boston
10138,F07054,9YQ,-1,I  90,RR    PED WALKWAY,RRO,MTA,42,18,18,71,26,54,9,0,10,64.9,5.5,6,TRUE,0,0,0,FALSE,Framingham
10139,W11010,9YR,0.777777778,WATER LAKE COCHITUATE,I  90,BRI,MTA,0,0,0,0,0,0,11,6,0,4.6,0,N,TRUE,0,0,0,FALSE,Wayland
10140,W29050,9YT,-1,OTHER MDC PIPE@NRMBGA RD,I  90 RMP D INT 14,NBI,MTA,0,0,0,0,0,0,11,2,0,10.85,11.58,6,TRUE,0,0,0,TRUE,Weston
10142,W29059,9YV,0.777777778,WATER SEAVERNS BROOK,I  90 RP D&G INT14,BRI,MTA,0,0,0,0,0,0,11,1,0,3.2,0,N,TRUE,0,0,0,FALSE,Weston
10144,W29061,9YX,-1,OTHER MDC AQUEDUCT,I  90 RAMP A,DES,MTA,0,0,0,0,0,0,11,0,0,8.84,9.1,N,TRUE,0,0,0,FALSE,Weston
10145,W29051,9YY,0.777777778,OTHER MDC AQUEDUCT,I  90 RAMPS A & B,NBI,MTA,42,20,31.55,71,15,37.8,11,8,47050,7.3,26.2,7,TRUE,0,0,0,FALSE,Weston
10284,B16383,A4E,-1,COMB  I 90 & MBTA/CSX,OTHER PRU CENTER,BLD,PRI,0,0,0,0,0,0,,0,0,0,0,N,TRUE,0,0,0,FALSE,Boston
10289,F07068,A4K,0.9988,ST  9 EB,ST  9 RAMP E,NBI,MHD,42,17,59,71,29,2,19,1,2700,101.2,9,8,TRUE,0,0,0,FALSE,Framingham
10290,F07067,A4L,0.9629,COMB  ST 9 & CSX,HWY   CROSSNG BLVD,NBI,MHD,42,17,12,71,35,48,19,4,6700,64.9,19.7,7,TRUE,0,0,0,FALSE,Framingham
