OBJECTID,allbridgesAug07_BDEPT,allbridgesAug07_BIN,allbridgesAug07_Health_Index,allbridgesAug07_Item_6A,allbridgesAug07_Item_7,allbridgesAug07_Item_8_Bridge_Cat,allbridgesAug07_Item_8_Owner,allbridgesAug07_Item_16A,allbridgesAug07_Item_16B,allbridgesAug07_Item_16C,allbridgesAug07_Item_17A,allbridgesAug07_Item_17B,allbridgesAug07_Item_17C,allbridgesAug07_Item_26,allbridgesAug07_Item_28A,allbridgesAug07_Item_29,allbridgesAug07_Item_49,allbridgesAug07_Item_52,allbridgesAug07_Item_58,allbridgesAug07_Item_104,allbridgesAug07_Posting_2_Axle,allbridgesAug07_Posting_3_Axle,allbridgesAug07_Posting_5_Axle,allbridgesAug07_Struct_Def,allbridgesAug07_Town_Name
3437,S17031,3BH,0.7309,ST 28 & ST38 & TEMPLE ST,I  93,NBI,MHD,42,23,36.1716,71,5,10.0824,11,8,142000,716.9,42.4,6,TRUE,0,0,0,FALSE,Somerville
3438,S17035,3BJ,0.841000731,I  93 CONNECTORS,I  93 SB OFF RAMP,NBI,MHD,42,23,30,71,5,6,16,1,13400,176.2,8.8,6,TRUE,0,0,0,FALSE,Somerville
3439,S17036,3BK,0.9785,ST 38 NB/MYSTIC AVE,I  93 NB OFFRAMP,NBI,MHD,42,23,30.9048,71,5,3.1704,12,1,9500,113.4,11.7,6,TRUE,0,0,0,FALSE,Somerville
3440,S17033,3BL,0.9744,OTHER PEDESTRIAN,I  93 NB ON RAMP,NBI,MHD,42,24,6,71,5,48,16,1,27800,151.8,8.8,6,TRUE,0,0,0,FALSE,Somerville
3441,B16281,3BM,0.989,I  93 SB BT 46 - 57,I  93 NB,NBI,MHD,42,22,40.674,71,4,32.5056,11,3,96400,273.7,21,6,TRUE,0,0,0,FALSE,Boston
3442,S17029,3BN,0.7948,HWY   SHORE DR,I  93,NBI,MHD,42,23,50.6004,71,5,28.3596,11,8,136000,26.2,42.4,7,TRUE,0,0,0,FALSE,Somerville
3443,B16281,3BP,0.8425,I  93 SB BT 57 - 61,I  93 NB,NBI,MHD,42,22,45.3324,71,4,34.734,11,3,96400,101.5,21,6,TRUE,0,0,0,FALSE,Boston
3444,B16281,3BQ,0.89760088,I  93 SB BT 61 - B5,I  93 NB,NBI,MHD,42,22,47.4816,71,4,35.6412,11,3,76200,148.4,21,6,TRUE,0,0,0,FALSE,Boston
3445,B16281,3BR,0.9113,I  93 CONN D & K,I  93 BT NB4-N ABT,NBI,MHD,42,22,51.3948,71,4,36.714,11,4,150000,112.8,21.8,6,TRUE,0,0,0,FALSE,Boston
3446,B16281,3BT,0.9953,TR    ORANGE LINE,I  93 SB BT 46-57,NBI,MHD,42,22,40.2672,71,4,33.2544,11,3,68700,273.7,21.34,6,TRUE,0,0,0,FALSE,Boston
3447,B16281,3BU,0.9889,RR    MBTA & BMRR,I  93 SB BT 57-61,NBI,MHD,42,22,45.246,71,4,35.688,11,3,68700,102.1,27.3,6,TRUE,0,0,0,FALSE,Boston
3448,B16281,3BV,0.9941,RR    BMRR,I  93 SB BT 61-B5,NBI,MHD,42,22,47.3916,71,4,36.606,11,3,68700,148.4,17.4,6,TRUE,0,0,0,FALSE,Boston
3449,B16232,3BW,0,OTHER 1 93 NB RP/RELIEF,OTHER REMOVED,REM,MHD,42,21,48,71,3,36,11,2,10,23.8,11,6,TRUE,0,0,0,FALSE,Boston
3450,B16232,3BX,0,HWY   DEWEY SQ TUNNEL,I  93 NB DEAD RAMP,CLO,MHD,42,20,48,71,3,42,11,1,10,6.4,8.5,6,TRUE,0,0,0,FALSE,Boston
3454,B16232,3C2,0.9222,HWY   DEWEY SQ TUNNEL,I  93 SB OFF RAMP,DES,MHS,42,20,54,71,3,36,11,3,16500,6.4,7.3,6,TRUE,0,0,0,FALSE,Boston
3455,B16232,3C3,0.320000035,COMB  I 90 & AMTRAK/MBTA,I  93 ONRP NB @BDW,REM,MHD,42,20,49.0452,71,3,35.8308,11,2,45000,218.5,10.3,5,TRUE,0,0,0,FALSE,Boston
3457,B16232,3C5,0.5169,HWY   CITY STREETS,I  93 SB OFF RAMP,DES,MHS,42,20,48,71,3,42,11,1,4700,9.1,8.5,6,TRUE,0,0,0,FALSE,Boston
3460,B16232,3C8,0.8233,HWY   DEWEY SQ TUNNEL,I  93 SB ON RAMP,DES,MHS,42,20,54,71,3,36,11,1,14040,14,7.3,6,TRUE,0,0,0,FALSE,Boston
3461,B16232,3C9,-1,OTHER I 93 SB OFR/RELIEF,OTHER REMOVED,REM,MHD,42,20,42,71,3,42,11,2,5008,67.1,9.1,5,TRUE,0,0,0,FALSE,Boston
3462,B16281,3CA,0.9948,HWY   MCNUTT BLV & RLIEF,I  93 SB BT18-23RP,CLO,MHD,42,22,18,71,3,60,11,1,10,149.7,8.8,6,TRUE,0,0,0,FALSE,Boston
3464,B16232,3CC,0.7401,HWY   DEWEY SQ TUNNEL,I  93 SB OFF RAMP,DES,MHS,42,20,54,71,3,36,11,1,10800,35.1,8.9,6,TRUE,0,0,0,FALSE,Boston
3465,B16232,3CD,-1,OTHER I 93SB OR/ALBNY ST,OTHER REMOVED,REM,MHD,42,20,36,71,3,36,11,2,18920,80.8,9.1,5,TRUE,0,0,0,FALSE,Boston
3466,B16281,3CE,0.9537,I  93 SB,I  93 NB ON RMP,NBI,MHD,42,22,54,71,4,36,12,1,22300,91.4,13.7,6,TRUE,0,0,0,FALSE,Boston
3467,B16232,3CF,0,HWY   CITY STS,I  93 NB OF RP@TUN,REM,MHD,42,21,39.5172,71,3,13.8888,11,2,24000,42.1,10.5,7,TRUE,0,0,0,FALSE,Boston
3468,B16281,3CG,0.944299414,RR    MBTA & BMRR,I  93 SB B10-B16RP,NBI,MHD,42,22,54,71,4,36,12,2,22400,120.4,13.7,6,TRUE,0,0,0,FALSE,Boston
3469,B16232,3CH,0,HWY   CITY STS,I  93 NB ON RP@TUN,REM,MHD,42,21,45.7524,71,3,25.1748,11,2,26200,68.6,10.5,6,TRUE,0,0,0,FALSE,Boston
3470,B16281,3CJ,-1,OTHER I93 ON RMP/MBTA,OTHER REMOVED,REM,MHD,42,22,24,71,4,12,11,1,17800,99.1,8.8,6,TRUE,0,0,0,FALSE,Boston
3471,B16232,3CK,0,HWY   CITY STS,I  93 NB OFRMP@CSY,CLO,MHD,42,21,42,71,3,36,11,2,14500,80.2,10.5,6,TRUE,0,0,0,FALSE,Boston
3472,B16232,3CL,0.4846,COMB  CAUSEWAY ST & PKNG,I  93 NB OFF RAMP,CLO,MHD,42,21,48,71,3,36,11,2,27850,165.8,10.5,5,TRUE,0,0,0,FALSE,Boston
3473,B16232,3CM,0.4482,HWY   CITY ST & PARKING,I  93 NB OFF RAMP,CLO,MHD,42,21,48,71,3,36,11,2,27850,94.2,10.5,5,TRUE,0,0,0,FALSE,Boston
3474,B16232,3CN,0.6933,HWY   CITY STS & PARKING,I  93 SB OFRMP SD,REM,MHD,42,21,48,71,3,36,11,2,26800,64.6,10.5,5,TRUE,0,0,0,FALSE,Boston
3475,B16232,3CP,0.5056,OTHER PARKING,I  93 SB ON RAMP,CLO,MHD,42,21,48,71,3,36,11,2,26000,44.5,10.5,5,TRUE,0,0,0,FALSE,Boston
3476,B16232,3CQ,0,COMB  I93 SB OFF & PKING,I  93 NB ON RP,REM,MHD,42,21,48,71,3,36,11,2,37839,64.6,10.5,6,TRUE,0,0,0,FALSE,Boston
3477,B16232,3CR,0.6843,COMB  CITY STS & PARKING,I  93 SB RMP @ CSY,CLO,MHD,42,21,42,71,3,42,11,2,21000,110.9,10.5,6,TRUE,0,0,0,FALSE,Boston
3478,B16232,3CT,0.7277,HWY   CITY STS,I  93 SB OFRMP RF,CLO,MHD,42,21,30,71,3,24,11,2,31700,130.8,10.5,5,TRUE,0,0,0,FALSE,Boston
3479,B16232,3CU,0.708500645,OTHER PARKING,I  93 SB ONRMP@TUN,CLO,MHD,42,21,30,71,3,24,11,1,28500,88.1,10.5,6,TRUE,0,0,0,FALSE,Boston
3480,B16232,3CV,0.9768,HWY   HIGH ST,I  93 SB HIGHST RP,DES,MHS,42,21,6,71,3,12,11,1,40000,156.1,7.7,7,TRUE,0,0,0,FALSE,Boston
3482,B16232,3CX,0.777777778,OTHER US 1 SB/WATER ST,OTHER REMOVED,REM,MHD,42,22,0,71,6,0,12,1,28852,157,7.3,7,TRUE,0,0,0,FALSE,Boston
3483,B16232,3CY,0.777777778,OTHER US 1 SB/US 1 NB,OTHER REMOVED,REM,MHD,42,22,0,71,6,0,12,2,34401,353.6,8.5,7,TRUE,0,0,0,FALSE,Boston
3484,B16232,3D0,0.7305,HWY   RAMP RD,I  93 SB OFRMP@NS,CLO,MHD,42,21,30,71,3,42,11,2,6750,150.9,10.5,6,TRUE,0,0,0,FALSE,Boston
3485,B16250,3D1,0.8383,WATER NEPONSET RIVER,I  93 /US1/ST3,NBI,MHD,42,16,39.2412,71,2,56.094,16,8,184000,145.7,36,7,TRUE,0,0,0,FALSE,Boston
3486,B16253,3D2,0.9777,HWY   HALLET STREET,I  93 /US1/ST3,NBI,MHD,42,16,55.326,71,2,43.4616,11,6,206000,18.2,36.1,7,TRUE,0,0,0,FALSE,Boston
3487,B16252,3D3,1,RR    PCRR SPUR (ABAND),I  93 /US1/ST3,NBI,MHD,42,16,58.8684,71,2,41.1144,11,8,200600,14.6,36,7,TRUE,0,0,0,FALSE,Boston
3488,B16270,3D4,0.9308,HWY   THEATRE ACCESS RD,I  93 /US1/ST3,NBI,MHD,42,17,3.8688,71,2,37.4784,11,8,180000,30.8,36,7,TRUE,0,0,0,FALSE,Boston
3489,B16251,3D5,0.6117,HWY   CITY STS,I  93 /US1/ST3,NBI,MHD,42,17,9.222,71,2,35.3724,11,8,182200,364.8,36,7,TRUE,0,0,0,FALSE,Boston
3490,B16265,3D6,0.5665,COMB  MBTA & RED LN SSH,I  93 /US1/ST3,NBI,MHD,42,17,23.4852,71,2,38.0148,12,8,200000,60.7,38.95,6,TRUE,0,0,0,FALSE,Boston
3492,B16232,3D8,0.4781,HWY   DEWEY SQ TUNNEL,I  93 NB,DES,MHS,42,21,6.8832,71,3,33.1524,11,3,102200,725.1,14.6,6,TRUE,0,0,0,FALSE,Boston
3494,B16232,3DA,0.5956,HWY   SURFACE RD,I  93 S ABUT-BT 60,CLO,MHD,42,21,9.576,71,3,29.0196,11,3,88000,165.8,13.8,5,TRUE,0,0,0,FALSE,Boston
3495,B16281,3DB,0.67269974,I  93 SB BT A3-9,I  93 NB BT A3-9,CLO,MHD,42,22,12.018,71,3,50.1912,11,3,128000,216.1,17.4,6,TRUE,0,0,0,FALSE,Boston
3496,B16264,3DC,0.9507,HWY   CONLEY ST,I  93 /US1/ST3,NBI,MHD,42,17,28.1544,71,2,39.6348,11,6,200100,36,35.8,7,TRUE,0,0,0,FALSE,Boston
3497,B16263,3DD,0.9876,HWY   VICTORY RD,I  93 /US1/ST3,NBI,MHD,42,17,54.816,71,2,52.5084,11,8,201000,17.8,35.8,7,TRUE,0,0,0,FALSE,Boston
3498,B16262,3DE,0.5233,HWY   MORRISSEY BLVD,I  93 /US1/ST3,NBI,MHD,42,18,3.2652,71,2,57.4656,11,9,185000,59.7,35.7,7,TRUE,0,0,0,FALSE,Boston
3499,B16232,3DF,0.4013,OTHER I 93 BT22-9/E BRKL,OTHER REMOVED,REM,MHD,42,20,39.7428,71,3,42.4548,11,6,203730,64.1,27.4,5,TRUE,0,0,0,FALSE,Boston
3500,B16232,3DG,0.475,HWY   DEWEY SQ TUNNEL,I  93 SB,DES,MHS,42,21,7.4268,71,3,33.7356,11,3,93800,725.1,14.6,6,TRUE,0,0,0,FALSE,Boston
3501,B16232,3DH,0.5909,HWY   SURFACE RD,I  93 BENT 60-56,CLO,MHD,42,21,24.6672,71,3,5.9832,11,3,88000,83.8,27.6,5,TRUE,0,0,0,FALSE,Boston
3502,B16281,3DJ,0.6729,I  93 SB BT 9-13,I  93 NB BT 9-13,CLO,MHD,42,22,15.1824,71,3,54.7344,11,3,128000,117,17.4,6,TRUE,0,0,0,FALSE,Boston
3503,B16232,3DK,0.577100889,OTHER I93/I 90&AMTK/MBTA,OTHER REMOVED,REM,MHD,42,20,47.9148,71,3,39.1752,11,6,203730,202.1,27.4,4,TRUE,0,0,0,FALSE,Boston
3504,B16232,3DL,0.595699918,HWY   CITY STS,I  93 BENT 48-56,CLO,MHD,42,21,30.474,71,3,8.2944,11,3,88000,188.7,27.6,5,TRUE,0,0,0,FALSE,Boston
3505,B16281,3DM,0.8081,I  93 SB BT 13-17,I  93 NB BT 13-17,CLO,MHD,42,22,18.4944,71,3,59.4144,11,4,127789,99.7,21,6,TRUE,0,0,0,FALSE,Boston
3506,B16260,3DN,0.9426,RR    CSX SPUR,I  93 /US1/ST3,NBI,MHD,42,18,49.7628,71,3,6.8508,11,8,195000,24.8,33.9,7,TRUE,0,0,0,FALSE,Boston
3507,B16232,3DP,0.5957,HWY   SURFACE RD,I  93 BENT 41-48,CLO,MHD,42,21,35.8632,71,3,10.8432,11,3,88000,158.2,27.6,5,TRUE,0,0,0,FALSE,Boston
3508,B16281,3DQ,0.6784,I  93 SB BT 17-24,I  93 NB BT 17-24,CLO,MHD,42,22,22.5444,71,4,7.086,11,3,70000,181.1,21,6,TRUE,0,0,0,FALSE,Boston
3510,B16232,3DT,0.5873,HWY   CITY STS,I  93 BENT 41-31,CLO,MHD,42,21,39.3408,71,3,14.0328,11,6,176780,223.1,27.6,5,TRUE,0,0,0,FALSE,Boston
3511,B16281,3DU,0.6724,I  93 SB BT 33-38,I  93 NB BT 33-38,NBI,MHD,42,22,27.768,71,4,17.778,11,3,96400,143.1,21,6,TRUE,0,0,0,FALSE,Boston
3512,B16232,3DV,0.4619,HWY   CITY STS & PARKING,I  93 BENT 23-31,CLO,MHD,42,21,44.3124,71,3,23.2128,11,6,88000,226.8,27.6,5,TRUE,0,0,0,FALSE,Boston
3513,B16281,3DW,0.8451,I  93 SB BT 38-46,I  93 NB BT 38-46,NBI,MHD,42,22,34.14,71,4,25.8672,11,3,96400,198.7,21,6,TRUE,0,0,0,FALSE,Boston
3514,B16232,3DX,0.698,HWY   CITY STS,I  93 BENT 23-11,CLO,MHD,42,21,50.6376,71,3,31.4316,11,6,88000,360,27.6,5,TRUE,0,0,0,FALSE,Boston
3515,B16281,3DY,0.87,COMB  MBTA & I 93 SB,I  93 NB B5-B10,NBI,MHD,42,22,53.1444,71,4,36.9624,11,3,76200,167.6,18.9,6,TRUE,0,0,0,FALSE,Boston
3516,B16232,3.00E+00,0.7153,COMB  CAUSEWAY ST & PKNG,I  93 NB BNT 11-2,CLO,MHD,42,21,59.8464,71,3,39.8016,11,3,81200,237.7,15.2,6,TRUE,0,0,0,FALSE,Boston
3517,B16281,3.00E+01,0.6719,I  93 SB B10-B16,I  93 NB B10-B16,NBI,MHD,42,22,56.3376,71,4,36.6132,11,3,76200,139,21,5,TRUE,0,0,0,FALSE,Boston
3518,B16232,3.00E+02,0.4537,I  93 SB BENT A3-2,I  93 NB BNT A3-2,CLO,MHD,42,22,6.8484,71,3,45.036,11,3,85000,249.9,14,4,TRUE,0,0,0,FALSE,Boston
3519,B16281,3.00E+03,0.8222,I  93 SB&CMBRG&MBTA/BMRR,I  93 NB B16-NB4,NBI,MHD,42,22,58.6164,71,4,36.534,11,4,98600,375.8,21.7,6,TRUE,0,0,0,FALSE,Boston
3520,B16281,3.00E+04,0,HWY   WATER ST & CANA RP,I  93 SB BT A3-9,CLO,MHD,42,22,11.6256,71,3,50.9328,11,3,70000,216.1,17.4,6,TRUE,0,0,0,FALSE,Boston
3521,B16281,3.00E+05,0.996,HWY   WATER ST & MCNUTT,I  93 SB BT 9-13,CLO,MHD,42,22,14.7072,71,3,55.422,11,3,70000,117,25.6,6,TRUE,0,0,0,FALSE,Boston
3522,B16232,3.00E+06,0.7155,COMB  CAUSEWAY ST & PKNG,I  93 SB  BENT 2-1,CLO,MHD,42,21,56.9664,71,3,38.3148,11,3,85000,240.5,14.2,5,TRUE,0,0,0,FALSE,Boston
3523,B16281,3.00E+07,0.979,COMB  MCNUTT BLVD & MBTA,I  93 SB BT 13-17,CLO,MHD,42,22,17.9256,71,3,59.9472,11,3,128000,99.7,24.7,6,TRUE,0,0,0,FALSE,Boston
3524,B16232,3.00E+08,0.441,WATER CHARLES RIVER,I  93 SB BENT A3-2,CLO,MHD,42,22,6.8448,71,3,46.0476,11,3,85000,229.2,14,4,TRUE,0,0,0,FALSE,Boston
3525,B16281,3.00E+09,0.9968,COMB  MCNUTT BLVD & MBTA,I  93 SB BT 17-24,CLO,MHD,42,22,21.9684,71,4,7.6116,11,3,38000,181,22.3,6,TRUE,0,0,0,FALSE,Boston
3526,B16281,3EA,0.9958,TR    ORANGE LINE,I  93 SB BT 33-38,NBI,MHD,42,22,27.2712,71,4,18.426,11,3,68700,124,21,6,TRUE,0,0,0,FALSE,Boston
3527,B16281,3EB,0.7664,TR    ORANGE LINE,I  93 SB BT 38-46,NBI,MHD,42,22,33.6468,71,4,26.5224,11,3,68700,198.7,21,6,TRUE,0,0,0,FALSE,Boston
3528,B16259,3EC,0.6927,COMB  MBTA & COLUMBIA RD,I  93 /US1/ST3,NBI,MHD,42,19,16.6584,71,3,14.0544,11,8,183000,466.6,33.9,6,TRUE,0,0,0,FALSE,Boston
3529,B16281,3ED,0.9846,RR    MBTA/BMRR,I  93 SB B5-B10,NBI,MHD,42,22,53.1336,71,4,37.902,11,3,68700,167.6,17.4,6,TRUE,0,0,0,FALSE,Boston
3530,B16281,3EE,0.9888,RR    MBTA/BMRR,I  93 SB B10-B16,NBI,MHD,42,22,56.3448,71,4,37.5456,11,3,68700,134.7,17.4,6,TRUE,0,0,0,FALSE,Boston
3532,B16281,3EG,0.7565,COMB  CAMBRIGE&MBTA/BMRR,I  93 SB  B16-SB4,NBI,MHD,42,22,58.476,71,4,37.47,11,4,74000,370,21.7,6,TRUE,0,0,0,FALSE,Boston
3533,B16259,3EH,0.7128,OTHER RELIEF,I  93 SB ON RAMP,NBI,MHD,42,19,12,71,3,12,12,1,11400,156.1,8.9,7,TRUE,0,0,0,FALSE,Boston
3534,B16259,3EJ,0.8046,COMB  RED LINE & RELIEF,I  93 NB OFF RAMP,NBI,MHD,42,19,12,71,3,12,12,1,12200,125,8.9,7,TRUE,0,0,0,FALSE,Boston
3544,B16176,3EV,0.965,WATER MUDDY RIVER,HWY   COMM AVE,NBI,MHD,42,20,55.4676,71,5,35.2896,14,4,24000,17.7,24.7,8,TRUE,0,0,0,FALSE,Boston
3545,B16176,3EW,0.8135,WATER MUDDY RIVER,HWY   COMM AVE,NBI,MHD,42,20,56.7384,71,5,35.3472,14,3,25200,17.7,21.2,8,TRUE,0,0,0,FALSE,Boston
3549,C01001,3F1,1,WATER LECHMERE CANAL,HWY   LAND BLVD,NBI,MHD,42,22,5.916,71,4,27.6348,14,6,39700,39.9,18.5,7,TRUE,0,0,0,FALSE,Cambridge
3551,B16222,3F3,0.9008,ST  9 HUNTNGTON AVE,HWY   JAMAICAWAY,NBI,MHD,42,19,54.8832,71,6,47.952,14,4,57300,36.6,21.3,5,TRUE,0,0,0,FALSE,Boston
3553,Q01016,3F5,1,WATER TOWN RIV BAY CANAL,ST  3 A/S ARTERY,NBI,MHD,42,15,7.9092,70,59,24.5472,14,4,31200,16.3,89.9,N,TRUE,0,0,0,FALSE,Quincy
3560,M12044,3FC,0.3344,I  93,I  93 RP TO I93 NB,NBI,MHD,42,24,5.2236,71,5,43.6344,16,1,15100,63.1,8.8,6,TRUE,0,0,0,FALSE,Medford
3575,C01012,3FU,0.9938,RR    MBTA/BMRR,ST  2 A/MASS AVE,634,MHD,42,23,18.0492,71,7,12.378,14,4,27600,11.4,28.7,7,TRUE,0,0,0,FALSE,Cambridge
3576,C01014,3FV,0.5002,RR    BMRR,HWY   MT AUBURN ST,634,MHD,42,22,28.092,71,9,1.8144,14,5,38200,13.1,48.5,5,TRUE,0,0,0,FALSE,Cambridge
3597,E12001,3GH,0.7648,RR    MBTA/BMRR/CSX,ST 99 SB/MAIN ST,634,MHD,42,24,6.102,71,3,37.5984,14,2,31200,39.3,15.5,5,TRUE,0,0,0,FALSE,Everett
3599,E12007,3GK,0.7486,RR    MBTA/BMRR/CSX,ST 99 NB/BROADWAY,634,MHD,42,24,5.9148,71,3,40.8024,14,2,22300,33.8,15.5,5,TRUE,0,0,0,FALSE,Everett
3608,B16067,3GV,0.3741,COMB  ORANGE & MBTA/BMRR,HWY   MAIN ST,634,MHD,42,23,7.4004,71,4,37.542,14,5,75200,47.2,25.4,5,TRUE,0,0,0,FALSE,Boston
3614,B16163,3H2,0.8162,RR    MBTA,HWY   MORTON ST,634,MHD,42,16,51.6144,71,5,9.0636,14,4,41000,23.5,23.7,5,TRUE,0,0,0,TRUE,Boston
3615,B16165,3H3,0.509,RR    MBTA,HWY   BLUE HILL AV,634,MHD,42,16,22.5696,71,5,38.6916,14,5,40500,43.9,36.6,5,TRUE,0,0,0,FALSE,Boston
3824,F06002,3PL,0.9615,ST140 PIERCE ST,US  1 WASHNGTON ST,NBI,MHD,42,4,43.8888,71,16,58.4832,14,4,17000,25.9,31.3,7,TRUE,0,0,0,FALSE,Foxborough
3825,F06003,3PM,0.9964,RR    CSX,US  1 WASHNGTON ST,NBI,MHD,42,5,55.9572,71,15,48.312,14,5,25100,50.3,31,8,TRUE,0,0,0,FALSE,Foxborough
3826,N25026,3PN,0.8138,WATER NEPONSET RIVER,US  1 PROVDNCE HWY,NBI,MHD,42,10,36.516,71,11,32.7084,14,5,34700,19.8,25.8,5,TRUE,0,0,0,FALSE,Norwood
3827,N25014,3PP,0.9907,WATER PURGATORY BROOK,US  1 PROVDNCE HWY,NBI,MHD,42,12,32.8428,71,11,6.4212,14,4,37600,7.9,0,N,TRUE,0,0,0,FALSE,Norwood
3828,S09011,3PQ,0.5519,I  95,US  1 NB/GL EDWRDS,NBI,MHD,42,7,31.8612,71,13,40.4004,12,2,36000,122.2,12.9,5,TRUE,0,0,0,FALSE,Sharon
3829,S09010,3PR,0.5688,I  95 NB,US  1 NB/GL EDWRDS,NBI,MHD,42,7,52.0248,71,13,23.0556,12,2,36000,63.7,12.9,4,TRUE,0,0,0,FALSE,Sharon
3830,S09009,3PT,0.556,I  95 SB,US  1 NB/GL EDWRDS,NBI,MHD,42,7,56.1288,71,13,23.7216,12,2,32000,82.3,12.9,4,TRUE,0,0,0,FALSE,Sharon
3831,W03041,3PU,0.9257,WATER TRAPHOLE BROOK,US  1 BSTN PRVDNC,NBI,MHD,42,9,6.8076,71,12,34.2324,14,4,38000,6.7,0,N,TRUE,0,0,0,FALSE,Walpole
3855,F06015,3QK,0.8902,ST106 GREEN ST,I  95 NB,NBI,MHD,42,1,52.0536,71,15,3.726,11,3,75460,54.9,17.1,7,TRUE,0,0,0,FALSE,Foxborough
3856,F06015,3QL,0.9553,ST106 GREEN ST,I  95 SB,NBI,MHD,42,1,51.294,71,15,7.5888,11,3,37500,57.9,17.1,4,TRUE,0,0,0,FALSE,Foxborough
3857,F06016,3QM,0.6514,ST140 COMMERCIAL ST,I  95 NB,NBI,MHD,42,2,35.8656,71,14,35.8656,11,4,37350,34.1,17.7,6,TRUE,0,0,0,FALSE,Foxborough
3858,F06016,3QN,0.6514,ST140 COMMERCIAL ST,I  95 SB,NBI,MHD,42,2,36.3732,71,14,36.5712,11,4,37350,34.1,17.7,6,TRUE,0,0,0,FALSE,Foxborough
3859,F06018,3QP,0.9851,HWY   CENTRAL ST,I  95 NB,NBI,MHD,42,3,7.56,71,14,16.7856,11,3,40000,42.1,17.1,6,TRUE,0,0,0,FALSE,Foxborough
3860,F06018,3QQ,0.9555,HWY   CENTRAL ST,I  95 SB,NBI,MHD,42,3,8.0928,71,14,17.4696,11,3,40000,42.1,17.1,6,TRUE,0,0,0,FALSE,Foxborough
3861,F06019,3QR,0.9641,RR    CSX,I  95 NB,NBI,MHD,42,3,11.2752,71,14,14.4168,11,3,45500,13.4,16.1,7,TRUE,0,0,0,FALSE,Foxborough
3862,F06019,3QT,0.988,RR    CSX,I  95 SB,NBI,MHD,42,3,11.9304,71,14,15.036,11,3,45500,13.4,16.2,7,TRUE,0,0,0,FALSE,Foxborough
3863,F06020,3QU,0.9805,HWY   COCASSET ST,I  95 NB,NBI,MHD,42,3,50.8752,71,13,50.2032,11,3,45000,49.1,17.1,7,TRUE,0,0,0,FALSE,Foxborough
3864,F06020,3QV,0.9822,HWY   COCASSET ST,I  95 SB,NBI,MHD,42,3,50.8464,71,13,51.2508,11,4,45000,49.1,18.1,7,TRUE,0,0,0,FALSE,Foxborough
3865,F06021,3QW,0.9627,HWY   OAK ST,I  95 NB,NBI,MHD,42,5,2.6736,71,13,21.0792,11,3,38500,59.1,17.1,7,TRUE,0,0,0,FALSE,Foxborough
3866,F06022,3QX,0.9412,HWY   OAK ST,I  95 SB,NBI,MHD,42,5,3.4476,71,13,22.0368,11,3,38500,59.1,17.1,7,TRUE,0,0,0,FALSE,Foxborough
3869,N25028,3R1,0.8428,HWY   UNION ST,I  95 NB,NBI,MHD,42,9,11.5812,71,11,27.0672,11,3,48000,31.4,17.2,7,TRUE,0,0,0,FALSE,Norwood
3870,N25028,3R2,0.8641,HWY   UNION ST,I  95 SB,NBI,MHD,42,9,12.2292,71,11,27.4992,11,3,48000,31.4,17.2,7,TRUE,0,0,0,FALSE,Norwood
3871,N25031,3R3,0.798,WATER NEPONSET RIVER,I  95 NB,NBI,MHD,42,9,54.0756,71,10,39.3384,11,3,50800,35.4,17.7,6,TRUE,0,0,0,FALSE,Norwood
3872,N25031,3R4,0.7974,WATER NEPONSET RIVER,I  95 SB,NBI,MHD,42,9,54.5796,71,10,39.9828,11,3,50800,35.4,17.1,6,TRUE,0,0,0,FALSE,Norwood
3875,S09015,3R7,0.6823,HWY   S WALPOLE ST,I  95 SB,NBI,MHD,42,6,21.5388,71,13,53.8428,11,3,40000,35.7,17.1,7,TRUE,0,0,0,FALSE,Sharon
3876,S09012,3R8,0.7421,HWY   OLD POST RD,I  95 NB,NBI,MHD,42,7,15.2976,71,13,48.9072,11,4,50000,56.4,17.1,7,TRUE,0,0,0,FALSE,Sharon
3877,S09013,3R9,0.7444,HWY   OLD POST RD,I  95 SB,NBI,MHD,42,7,19.974,71,13,50.0124,11,3,50000,51.2,17.1,7,TRUE,0,0,0,FALSE,Sharon
3878,F06027,3RA,0.608,I  95 SB,I 495 SB,NBI,MHD,42,1,34.9536,71,15,28.9584,11,4,42000,34.7,17.7,7,TRUE,0,0,0,FALSE,Foxborough
3879,F06027,3RB,0.6404,I  95 SB,I 495 NB,NBI,MHD,42,1,35.4072,71,15,28.1844,11,4,42000,34.7,17.7,7,TRUE,0,0,0,FALSE,Foxborough
3898,W46010,3RX,0.9893,ST  1 A/SOUTH ST,I 495 NB,NBI,MHD,42,2,23.9388,71,20,44.2572,16,4,45000,28,17.7,7,TRUE,0,0,0,FALSE,Wrentham
3899,W46010,3RY,0.801,ST  1 A/SOUTH ST,I 495 SB,NBI,MHD,42,2,23.3016,71,20,44.6064,16,4,45000,28,17.9,7,TRUE,0,0,0,FALSE,Wrentham
3900,W46009,3T0,0.9695,RR    PCRR (ABANDONED),I 495 NB,NBI,MHD,42,2,26.1348,71,20,56.6448,11,3,40000,28,16.6,7,TRUE,0,0,0,FALSE,Wrentham
3901,W46009,3T1,0.9241,RR    PCRR (ABANDONED),I 495 SB,NBI,MHD,42,2,25.4328,71,20,56.7816,16,4,45000,28,17.7,7,TRUE,0,0,0,FALSE,Wrentham
